Term	es	nes	pval	fdr	geneset_size	matched_size	genes	ledge_genes	cancer_type
Fat digestion and absorption	-0.5784316697281884	-3.079545792694409	0.025	0.1413194705549508	41	17	GOT2;PLPP2;PLA2G12A;PLA2G2D;SLC27A4;ABCA1;DGAT1;ACAT2;PLA2G2A;AGPAT1;SCARB1;PLPP3;APOA4;AGPAT2;APOB;APOA1;CD36	ACAT2;PLA2G2A;AGPAT1;SCARB1;PLPP3;APOA4;AGPAT2;APOB;APOA1;CD36	lscc
Phototransduction	-0.7189126711431979	-3.066442107533252	0.06040268456375839	0.14503903401737112	28	6	CALML3;CALML5;GNAT1;GNB1;CALM2;CALM3	GNB1;CALM2;CALM3	lscc
ECM-receptor interaction	-0.5151943112080635	-3.0668081362627544	0.04216867469879518	0.14641361788568358	82	75	SDC1;ITGB4;THBS2;ITGB8;TNC;HMMR;ITGA6;ITGAV;ITGA11;ITGB5;ITGA2;SPP1;THBS1;LAMC2;LAMB3;COL1A1;COL1A2;LAMA1;COL2A1;COMP;CD44;COL4A6;COL9A2;TNN;ITGB6;COL9A1;CHAD;ITGB7;LAMB1;RELN;THBS3;FN1;LAMB4;ITGA4;ITGA5;LAMA2;ITGB1;SDC4;THBS4;LAMC3;VTN;GP9;LAMA4;TNR;COL4A3;LAMC1;GP6;COL6A3;COL6A2;COL6A1;HSPG2;CD47;GP1BB;COL4A2;ITGA7;ITGB3;ITGA3;LAMA5;COL4A1;AGRN;GP5;COL4A4;ITGA2B;ITGA9;GP1BA;LAMA3;COL6A5;ITGA1;CD36;LAMB2;ITGA8;DAG1;COL6A6;VWF;TNXB	VTN;GP9;LAMA4;TNR;COL4A3;LAMC1;GP6;COL6A3;COL6A2;COL6A1;HSPG2;CD47;GP1BB;COL4A2;ITGA7;ITGB3;ITGA3;LAMA5;COL4A1;AGRN;GP5;COL4A4;ITGA2B;ITGA9;GP1BA;LAMA3;COL6A5;ITGA1;CD36;LAMB2;ITGA8;DAG1;COL6A6;VWF;TNXB	lscc
Mismatch repair	0.7089085672307476	3.1521181893995225	0.08666666666666667	0.1475978118148836	23	21	PCNA;RFC4;LIG1;RFC5;RFC2;MSH6;RFC3;POLD3;RFC1;MSH2;POLD1;MLH1;RPA1;POLD2;SSBP1;PMS2;RPA3;MSH3;RPA2;EXO1;POLD4	PCNA;RFC4;LIG1;RFC5;RFC2;MSH6;RFC3;POLD3;RFC1;MSH2;POLD1;MLH1;RPA1;POLD2;SSBP1;PMS2	lscc
Protein export	0.7774530543568217	3.1270266688655024	0.05194805194805195	0.15038698015897942	23	20	SRPRB;SRPRA;HSPA5;SEC61B;SRP72;SRP68;SEC61A1;SEC62;SRP54;SRP19;SRP14;OXA1L;SEC63;SPCS2;SEC11C;SPCS3;SRP9;SPCS1;SEC11A;SEC61G	SRPRB;SRPRA;HSPA5;SEC61B;SRP72;SRP68;SEC61A1;SEC62;SRP54;SRP19;SRP14;OXA1L;SEC63;SPCS2;SEC11C;SPCS3;SRP9;SPCS1	lscc
beta-Alanine metabolism	-0.5416590046957385	-3.039224542671621	0.05194805194805195	0.15068050182065812	31	24	SRM;SMS;ALDH1A3;ALDH1B1;ALDH3A1;EHHADH;DPYD;ECHS1;CARNS1;ACADM;HIBCH;ABAT;ALDH3A2;HADHA;CNDP2;MLYCD;ALDH7A1;DPYS;ALDH9A1;ALDH6A1;CNDP1;ALDH2;ALDH3B1;AOC3	MLYCD;ALDH7A1;DPYS;ALDH9A1;ALDH6A1;CNDP1;ALDH2;ALDH3B1;AOC3	lscc
Hematopoietic cell lineage	-0.48724574863367676	-3.0292950076153606	0.10135135135135136	0.15161612562957996	97	65	ITGA6;TFRC;ITGA2;CD38;CD19;MS4A1;CD44;CD7;CD1A;FCGR1A;CD5;HLA-DOB;IL1R2;CR2;CD3D;CD3E;ITGAM;ANPEP;CD22;CD3G;CD9;CSF2RA;ITGA4;ITGA5;CD8A;HLA-DRB5;CD4;CD37;HLA-DRB4;IL1R1;HLA-DOA;CD2;HLA-DQA1;KITLG;HLA-DQA2;CR1;IL7R;HLA-DRB3;CD33;CSF1R;HLA-DQB1;MME;CSF1;CD14;GP9;HLA-DMB;HLA-DRB1;HLA-DMA;HLA-DPA1;IL3RA;HLA-DPB1;GP1BB;CD59;ITGB3;ITGA3;KIT;HLA-DRA;GP5;GYPA;ITGA2B;GP1BA;ITGA1;CD36;CD55;CD34	HLA-DRB5;CD4;CD37;HLA-DRB4;IL1R1;HLA-DOA;CD2;HLA-DQA1;KITLG;HLA-DQA2;CR1;IL7R;HLA-DRB3;CD33;CSF1R;HLA-DQB1;MME;CSF1;CD14;GP9;HLA-DMB;HLA-DRB1;HLA-DMA;HLA-DPA1;IL3RA;HLA-DPB1;GP1BB;CD59;ITGB3;ITGA3;KIT;HLA-DRA;GP5;GYPA;ITGA2B;GP1BA;ITGA1;CD36;CD55;CD34	lscc
Insulin resistance	-0.4519409405150972	-3.043044520643683	0.025157232704402517	0.15169289080054635	108	70	GFPT1;OGA;GFPT2;PPP1R3D;PTPRF;CPT1A;GYS1;RPS6KB2;RPS6KB1;PIK3R2;GSK3B;SLC2A1;PTPN1;TNFRSF1A;PPP1CC;SREBF1;CREB5;AKT2;SLC27A2;STAT3;FOXO1;IRS1;PIK3CA;SLC27A4;IRS2;PIK3CB;PYGL;PIK3CD;IKBKB;MLXIP;MLX;G6PC3;CREB1;CPT1B;TBC1D4;PCK2;PRKAA2;ACACB;PRKCB;MAPK8;PRKCD;CRTC2;AKT1;NFKBIA;RPS6KA2;PPP1CB;PIK3R1;PRKAG1;NR1H2;PTEN;PRKAB1;PRKCQ;PRKAA1;PDPK1;PRKAB2;NFKB1;PYGB;AKT3;PTPN11;PTPA;RPS6KA3;NOS3;SLC27A1;SLC27A3;PRKAG2;AGT;PRKCE;PRKCZ;CD36;PYGM	PCK2;PRKAA2;ACACB;PRKCB;MAPK8;PRKCD;CRTC2;AKT1;NFKBIA;RPS6KA2;PPP1CB;PIK3R1;PRKAG1;NR1H2;PTEN;PRKAB1;PRKCQ;PRKAA1;PDPK1;PRKAB2;NFKB1;PYGB;AKT3;PTPN11;PTPA;RPS6KA3;NOS3;SLC27A1;SLC27A3;PRKAG2;AGT;PRKCE;PRKCZ;CD36;PYGM	lscc
Rheumatoid arthritis	-0.4807322619531671	-3.0310816890667653	0.18439716312056736	0.15208261868494402	91	58	MMP1;TGFB3;CXCL8;VEGFA;CTSK;CXCL1;MMP3;CCL20;CXCL6;ATP6AP1;ATP6V1C1;JUN;CXCL5;HLA-DOB;FLT1;ITGB2;IL18;ATP6V0A2;ATP6V1C2;TLR2;HLA-DRB5;HLA-DRB4;HLA-DOA;TGFB2;HLA-DQA1;ATP6V1B1;HLA-DQA2;TGFB1;ATP6V1A;ATP6V1G1;ATP6V0D2;HLA-DRB3;CCL5;HLA-DQB1;CSF1;ATP6V1F;ATP6V1E1;FOS;HLA-DMB;HLA-DRB1;ITGAL;ATP6V1H;CD86;ATP6V0D1;HLA-DMA;HLA-DPA1;ATP6V1D;CTSL;ATP6V1B2;HLA-DPB1;ATP6V1G2;CXCL12;ACP5;TCIRG1;HLA-DRA;ICAM1;ANGPT1;TEK	HLA-DRB5;HLA-DRB4;HLA-DOA;TGFB2;HLA-DQA1;ATP6V1B1;HLA-DQA2;TGFB1;ATP6V1A;ATP6V1G1;ATP6V0D2;HLA-DRB3;CCL5;HLA-DQB1;CSF1;ATP6V1F;ATP6V1E1;FOS;HLA-DMB;HLA-DRB1;ITGAL;ATP6V1H;CD86;ATP6V0D1;HLA-DMA;HLA-DPA1;ATP6V1D;CTSL;ATP6V1B2;HLA-DPB1;ATP6V1G2;CXCL12;ACP5;TCIRG1;HLA-DRA;ICAM1;ANGPT1;TEK	lscc
Cocaine addiction	-0.5434662785811754	-3.039669887788229	0.0547945205479452	0.1522600185331816	49	20	CDK5;DLG4;GNAI3;CREB5;JUN;ATF2;ATF6B;CREB1;ADCY5;PPP1R1B;PRKACB;GNAI1;FOSB;NFKB1;GPSM1;GNAI2;GNAS;PRKACA;MAOA;MAOB	ATF6B;CREB1;ADCY5;PPP1R1B;PRKACB;GNAI1;FOSB;NFKB1;GPSM1;GNAI2;GNAS;PRKACA;MAOA;MAOB	lscc
ErbB signaling pathway	-0.44762523222925266	-3.0443700520758172	0.03333333333333333	0.15248420665358026	85	61	PAK1;PAK2;EGFR;CBLB;RPS6KB2;RPS6KB1;PIK3R2;GSK3B;SHC1;BUB1B-PAK6;CRKL;MYC;SRC;PLCG2;AKT2;ERBB2;NRAS;MAP2K1;GRB2;NCK1;JUN;ELK1;PIK3CA;NRG1;PAK4;EIF4EBP1;PIK3CB;CDKN1A;PIK3CD;PAK5;BRAF;MAP2K7;ABL2;HRAS;ARAF;KRAS;PRKCB;MAPK8;TGFA;MAP2K4;BAD;AKT1;ABL1;PIK3R1;PLCG1;CBL;STAT5A;PTK2;CDKN1B;AKT3;ERBB3;CAMK2D;CAMK2G;SOS2;NCK2;STAT5B;PRKCA;MAPK1;GAB1;CRK;MAPK3	MAPK8;TGFA;MAP2K4;BAD;AKT1;ABL1;PIK3R1;PLCG1;CBL;STAT5A;PTK2;CDKN1B;AKT3;ERBB3;CAMK2D;CAMK2G;SOS2;NCK2;STAT5B;PRKCA;MAPK1;GAB1;CRK;MAPK3	lscc
Prion diseases	-0.5956565745007625	-3.031145257265882	0.06329113924050633	0.1535863707077945	35	29	HSPA5;STIP1;PRNP;MAP2K1;HSPA1A;ELK1;NOTCH1;BAX;CASP12;CCL5;PRKACB;NCAM1;C1QB;C1QC;LAMC1;C1QA;C9;FYN;C8A;C8G;C8B;C6;C5;PRKACA;NCAM2;SOD1;C7;MAPK1;MAPK3	PRKACB;NCAM1;C1QB;C1QC;LAMC1;C1QA;C9;FYN;C8A;C8G;C8B;C6;C5;PRKACA;NCAM2;SOD1;C7;MAPK1;MAPK3	lscc
Tryptophan metabolism	-0.5514101587581919	-3.0446932320208977	0.038461538461538464	0.15407695135151936	42	32	IL4I1;CYP1B1;KYNU;DHTKD1;ALDH1B1;EHHADH;DLD;ECHS1;ALDH8A1;GCDH;IDO1;CYP1A1;ALDH3A2;HADHA;ACAT2;AFMID;AOC1;DLST;KYAT3;HADH;KYAT1;KMO;INMT;ALDH7A1;ALDH9A1;ALDH2;MAOA;ACAT1;HAAO;AOX1;CAT;MAOB	ALDH3A2;HADHA;ACAT2;AFMID;AOC1;DLST;KYAT3;HADH;KYAT1;KMO;INMT;ALDH7A1;ALDH9A1;ALDH2;MAOA;ACAT1;HAAO;AOX1;CAT;MAOB	lscc
Cushing syndrome	-0.4096120864058702	-3.0470435079209355	0.025806451612903226	0.15460851573767306	155	86	WDR5;WNT5A;RBBP5;SP1;ASH2L;DVL3;RB1;CDK2;FZD6;EGFR;WNT7B;FZD1;WNT9A;E2F3;GSK3B;LEF1;FZD7;ADCY3;CDK6;KMT2A;POMC;GNAI3;CREB5;FH;WNT5B;CDKN2A;CDKN2B;MAP2K1;DVL2;CACNA1S;ATF2;WNT4;APC2;ARNT;AIP;CDK4;AHR;CDKN1A;WNT2B;MEN1;BRAF;WNT2;ITPR3;WNT11;ATF6B;CREB1;CACNA1H;ADCY5;CCND1;ITPR2;CTNNB1;ORAI1;AXIN1;LDLR;PLCB3;SCARB1;PRKACB;GNAI1;ARMC5;PDE8A;NCEH1;NR4A1;DVL1;APC;PLCB4;PLCB2;PBX1;CDKN1B;GNAI2;ADCY7;CAMK2D;CAMK2G;ADCY6;ADCY9;GNAS;PRKACA;CDKN2C;MAPK1;ITPR1;RAP1B;AGT;RAP1A;GNA11;GNAQ;PLCB1;MAPK3	ORAI1;AXIN1;LDLR;PLCB3;SCARB1;PRKACB;GNAI1;ARMC5;PDE8A;NCEH1;NR4A1;DVL1;APC;PLCB4;PLCB2;PBX1;CDKN1B;GNAI2;ADCY7;CAMK2D;CAMK2G;ADCY6;ADCY9;GNAS;PRKACA;CDKN2C;MAPK1;ITPR1;RAP1B;AGT;RAP1A;GNA11;GNAQ;PLCB1;MAPK3	lscc
Glycine, serine and threonine metabolism	-0.47884549576909535	-3.020798902437395	0.05063291139240506	0.15525211032658398	40	28	SHMT2;PSAT1;SDS;PHGDH;PGAM1;PSPH;CBSL;GCSH;GAMT;CTH;DLD;ALAS1;GLDC;PIPOX;GATM;SDSL;SHMT1;SRR;ALDH7A1;PGAM2;GRHPR;AMT;SARDH;MAOA;CHDH;BPGM;MAOB;AOC3	SRR;ALDH7A1;PGAM2;GRHPR;AMT;SARDH;MAOA;CHDH;BPGM;MAOB;AOC3	lscc
Autophagy	-0.4139588863805296	-3.0137563188828604	0.032467532467532464	0.1555297722282235	128	106	EIF2S1;VMP1;IGBP1;IGF1R;EIF2AK3;NRBF2;CTSB;MAP3K7;ULK1;HIF1A;BNIP3;ATG14;ATG4B;RPS6KB2;WIPI1;RAB7A;LAMP2;RPS6KB1;PIK3R2;RB1CC1;SNAP29;ATG13;ATG9A;GABARAP;RHEB;ATG101;AKT2;IRS4;NRAS;MAP2K1;EIF2AK4;BCL2;PPP2CA;GABARAPL2;AKT1S1;IRS1;PIK3CA;IRS2;RUBCN;AMBRA1;VAMP8;PIK3CB;ATG12;SUPT20H;RAB7B;ATG3;HMGB1;PIK3CD;TRAF6;BCL2L1;MTMR4;ATG16L1;ATG5;DEPTOR;HRAS;DAPK3;LAMP1;ERN1;KRAS;PRKAA2;RRAGA;STX17;MTMR3;MAPK8;PRKCD;ATG2B;ZFYVE1;PRKACB;ATG4A;BAD;AKT1;RRAGD;STK11;ATG2A;PIK3R1;CTSD;ATG7;PTEN;ATG4C;PRKCQ;PRKAA1;PDPK1;BECN1;RAB33B;CTSL;SH3GLB1;WIPI2;MLST8;CAMKK2;RRAGC;TSC2;AKT3;MTMR14;RRAS2;RRAGB;TSC1;DAPK2;UVRAG;CFLAR;PRKACA;MAPK1;DAPK1;ITPR1;MRAS;RRAS;MAPK3	LAMP1;ERN1;KRAS;PRKAA2;RRAGA;STX17;MTMR3;MAPK8;PRKCD;ATG2B;ZFYVE1;PRKACB;ATG4A;BAD;AKT1;RRAGD;STK11;ATG2A;PIK3R1;CTSD;ATG7;PTEN;ATG4C;PRKCQ;PRKAA1;PDPK1;BECN1;RAB33B;CTSL;SH3GLB1;WIPI2;MLST8;CAMKK2;RRAGC;TSC2;AKT3;MTMR14;RRAS2;RRAGB;TSC1;DAPK2;UVRAG;CFLAR;PRKACA;MAPK1;DAPK1;ITPR1;MRAS;RRAS;MAPK3	lscc
Peroxisome	-0.44311693812342096	-3.0159425333744685	0.17777777777777778	0.15596717551995545	83	71	IDH2;PEX1;PEX13;ACSL3;PEX19;SLC25A17;PEX26;PEX3;XDH;PEX2;CROT;PEX16;IDH1;PRDX1;PMVK;SLC27A2;EHHADH;PEX12;ABCD1;NOS2;AMACR;ABCD2;ACOT8;PXMP2;HACL1;PEX6;PIPOX;MPV17;NUDT19;ECH1;ACOX1;GNPAT;SOD2;PEX14;FAR1;ACSL6;ABCD4;AGPS;DECR2;ECI2;GSTK1;PEX10;DHRS4;CRAT;PHYH;PAOX;MVK;FAR2;PEX11B;ABCD3;ACOX3;PEX5;PEX7;HMGCL;HMGCLL1;ACSL4;MLYCD;NUDT12;ACSL1;PRDX5;DDO;SCP2;EPHX2;PXMP4;ACAA1;SOD1;HSD17B4;PECR;ACSL5;ACOX2;CAT	GSTK1;PEX10;DHRS4;CRAT;PHYH;PAOX;MVK;FAR2;PEX11B;ABCD3;ACOX3;PEX5;PEX7;HMGCL;HMGCLL1;ACSL4;MLYCD;NUDT12;ACSL1;PRDX5;DDO;SCP2;EPHX2;PXMP4;ACAA1;SOD1;HSD17B4;PECR;ACSL5;ACOX2;CAT	lscc
Graft-versus-host disease	-0.5979537172986567	-3.00536383712545	0.08280254777070063	0.15858834377685102	41	23	GZMB;HLA-DOB;HLA-C;HLA-A;HLA-B;HLA-DRB5;HLA-DRB4;HLA-DOA;HLA-DQA1;HLA-DQA2;HLA-DRB3;HLA-DQB1;HLA-F;HLA-E;FAS;HLA-DMB;HLA-DRB1;CD86;HLA-DMA;HLA-DPA1;HLA-DPB1;HLA-DRA;PRF1	HLA-DRB5;HLA-DRB4;HLA-DOA;HLA-DQA1;HLA-DQA2;HLA-DRB3;HLA-DQB1;HLA-F;HLA-E;FAS;HLA-DMB;HLA-DRB1;CD86;HLA-DMA;HLA-DPA1;HLA-DPB1;HLA-DRA;PRF1	lscc
Relaxin signaling pathway	-0.5817505817236404	-3.8300089663323886	0.0	0.16363141018924074	130	90	MMP1;EGFR;COL1A1;COL1A2;VEGFA;PIK3R2;GNA15;ADCY3;SHC1;MAPK13;TGFBR1;SMAD2;MMP13;GNAI3;COL3A1;COL4A6;CREB5;SRC;AKT2;NRAS;MAP2K1;GRB2;NOS2;JUN;MMP2;ATF2;SMAD3;PIK3CA;VEGFC;MAPK14;PIK3CB;PIK3CD;GNAO1;MMP9;MAP2K7;ATF6B;CREB1;ADCY5;HRAS;GNG10;TGFB1;KRAS;MAPK8;MAP2K4;PLCB3;PRKACB;MAPK12;GNAI1;AKT1;NFKBIA;PIK3R1;GNB5;FOS;COL4A3;NOS1;PLCB4;PLCB2;GNG5;NFKB1;GNG7;EDNRB;ACTA2;AKT3;GNAI2;ADCY7;MAPK11;ARRB2;ADCY6;ADCY9;GNB4;COL4A2;GNG2;SOS2;NOS3;COL4A1;GNAS;GNG12;PRKACA;COL4A4;PRKCA;MAPK1;GNB1;VEGFD;GNB2;PRKCZ;PLCB1;GNG11;MAPK3;ARRB1;TGFBR2	MAPK8;MAP2K4;PLCB3;PRKACB;MAPK12;GNAI1;AKT1;NFKBIA;PIK3R1;GNB5;FOS;COL4A3;NOS1;PLCB4;PLCB2;GNG5;NFKB1;GNG7;EDNRB;ACTA2;AKT3;GNAI2;ADCY7;MAPK11;ARRB2;ADCY6;ADCY9;GNB4;COL4A2;GNG2;SOS2;NOS3;COL4A1;GNAS;GNG12;PRKACA;COL4A4;PRKCA;MAPK1;GNB1;VEGFD;GNB2;PRKCZ;PLCB1;GNG11;MAPK3;ARRB1;TGFBR2	lscc
Arachidonic acid metabolism	-0.43977221712868575	-2.991856168254305	0.034013605442176874	0.16509216778709956	63	39	GPX8;GPX7;PTGES3;GPX2;PTGES2;PTGES;CYP2J2;CBR3;PTGS2;AKR1C3;PLA2G12A;PLA2G2D;GGT5;CBR1;JMJD7-PLA2G4B;PLA2G4A;CYP4F3;ALOX15;PLA2G6;ALOX12;TBXAS1;PLA2G4C;PLA2G2A;ALOX12B;CYP2U1;LTC4S;GPX1;GGT1;PTGS1;PLA2G16;PTGIS;EPHX2;LTA4H;ALOX5;PTGDS;ALOX15B;GPX3;PLA2G4F;HPGDS	LTC4S;GPX1;GGT1;PTGS1;PLA2G16;PTGIS;EPHX2;LTA4H;ALOX5;PTGDS;ALOX15B;GPX3;PLA2G4F;HPGDS	lscc
Aminoacyl-tRNA biosynthesis	0.5439945989579013	3.045126532311867	0.15172413793103448	0.16945432780234762	66	42	TARS;EPRS;GARS;IARS;DARS;AARS;RARS;LARS;MARS;NARS;TARS2;YARS;CARS;KARS;FARSB;YARS2;HARS;VARS;RARS2;EARS2;VARS2;AARS2;IARS2;DARS2;FARSA;NARS2;SARS2;MTFMT;QRSL1;GATB;HARS2;SARS;LARS2;MARS2;PARS2;WARS2;GATC;CARS2;FARS2;WARS;TARSL2;SEPSECS	TARS;EPRS;GARS;IARS;DARS;AARS;RARS;LARS;MARS;NARS;TARS2;YARS;CARS;KARS;FARSB;YARS2	lscc
Protein processing in endoplasmic reticulum	0.4484589217935066	3.019074044877945	0.13815789473684212	0.17322567212649495	165	140	DNAJB11;CKAP4;EIF2S1;PDIA4;PDIA6;HSP90AB1;HYOU1;ERO1A;HSPA5;SELENOS;SEC61B;UFD1;HSPH1;SEC61A1;P4HB;HSP90B1;RPN1;SEC62;HSPA8;PRKCSH;SSR1;SSR3;STT3A;DDOST;SSR4;EIF2AK2;RRBP1;NPLOC4;SEC63;RPN2;LMAN1;SEC24D;CALR;UGGT1;SEL1L;DNAJC10;MOGS;HSP90AA1;DNAJB1;DERL1;UBE2G1;DNAJC1;CUL1;MARCH6;SEC24A;SIL1;TRAM1;DNAJA1;SEC23B;STT3B;TXNDC5;OS9;MAN1B1;DNAJC3;UBE2J1;EIF2AK3;ERLEC1;UBE4B;ERO1B;SEC31A;PREB;RNF5;CANX;DNAJA2;HERPUD1;PDIA3;HSPBP1;SEC13;EDEM3;GANAB;FBXO6;SYVN1;DNAJC5;RNF185;ATF6;SEC23A;LMAN2;DERL3;UBQLN4;TUSC3;UGGT2;MBTPS1;SAR1B;UBQLN2;VCP;BAK1;MAN1A2;BCAP31;DERL2;ERP29;EIF2AK1;SEC61G;DNAJB12;TRAF2;UBE2J2;PLAA;RBX1;RAD23B;EIF2AK4;HSPA6;HSPA1A;BCL2;AMFR;UBE2G2;NSFL1C;NGLY1;DAD1;MAN1C1;ATXN3L;SEC31B;UBE2D3;STUB1;FBXO2;MAP2K7;BAX;EDEM1;ATF6B;CASP12;SAR1A;MAP3K5;UBQLN1;EDEM2;ERN1;BAG2;CAPN1;MAPK8;HSPA2;ATXN3;HSPA1L;BAG1;MAN1A1;CRYAB;PRKN;SVIP;RAD23A;DNAJB2;YOD1;UBXN6;WFS1;CAPN2	DNAJB11;CKAP4;EIF2S1;PDIA4;PDIA6;HSP90AB1;HYOU1;ERO1A;HSPA5;SELENOS;SEC61B;UFD1;HSPH1;SEC61A1;P4HB;HSP90B1;RPN1;SEC62;HSPA8;PRKCSH;SSR1;SSR3;STT3A;DDOST;SSR4;EIF2AK2;RRBP1;NPLOC4;SEC63;RPN2;LMAN1;SEC24D;CALR;UGGT1;SEL1L;DNAJC10;MOGS;HSP90AA1;DNAJB1;DERL1;UBE2G1;DNAJC1;CUL1;MARCH6;SEC24A;SIL1;TRAM1;DNAJA1;SEC23B;STT3B;TXNDC5;OS9;MAN1B1;DNAJC3;UBE2J1;EIF2AK3;ERLEC1;UBE4B;ERO1B;SEC31A;PREB;RNF5;CANX;DNAJA2;HERPUD1;PDIA3;HSPBP1;SEC13;EDEM3;GANAB;FBXO6	lscc
Allograft rejection	-0.5850795819766073	-2.9726816874611295	0.09554140127388536	0.17391859895650955	38	24	CD40;GZMB;HLA-DOB;HLA-C;HLA-A;HLA-B;HLA-DRB5;HLA-DRB4;HLA-DOA;HLA-DQA1;HLA-DQA2;HLA-DRB3;HLA-DQB1;HLA-F;HLA-E;FAS;HLA-DMB;HLA-DRB1;CD86;HLA-DMA;HLA-DPA1;HLA-DPB1;HLA-DRA;PRF1	HLA-DRB5;HLA-DRB4;HLA-DOA;HLA-DQA1;HLA-DQA2;HLA-DRB3;HLA-DQB1;HLA-F;HLA-E;FAS;HLA-DMB;HLA-DRB1;CD86;HLA-DMA;HLA-DPA1;HLA-DPB1;HLA-DRA;PRF1	lscc
Kaposi sarcoma-associated herpesvirus infection	-0.40139385240508024	-2.9732099603923063	0.05263157894736842	0.17530809712656362	186	132	CASP3;EP300;EIF2AK2;STAT2;CYCS;RB1;CALML3;HIF1A;TP53;ATG14;CXCL8;STAT1;MAPKAPK2;IKBKE;CREBBP;VEGFA;E2F3;PIK3R2;CXCL1;GSK3B;TRAF3;IRF7;BID;CLEC2B;CDK6;BAK1;TNFRSF1A;IRF9;IRF3;GABARAP;MAPK13;MYC;PTGS2;CALML5;SRC;TRAF2;PLCG2;AKT2;FADD;NRAS;STAT3;MAP2K1;TICAM1;JUN;CCR1;MAP2K6;HLA-C;GABARAPL2;HLA-A;PIK3CA;SYK;TRADD;MAPK14;CHUK;PIK3CB;IKBKG;CDK4;ATG3;CDKN1A;HLA-B;PIK3CD;RCAN1;IKBKB;PIK3R6;HCK;MAP2K7;ITPR3;BAX;IFNAR1;CREB1;CASP9;PREX1;PIK3R5;LYN;HRAS;NFATC4;NFATC2;CASP8;GNG10;CCND1;ITPR2;KRAS;CTNNB1;NFATC1;RAC1;MAPK8;MAP2K4;ZFP36;NFATC3;HLA-F;MAPK12;AKT1;NFKBIA;ANGPT2;HLA-E;PIK3R1;GNB5;FOS;PIK3CG;FAS;PLCG1;PPP3CA;CD86;IFNGR1;BECN1;GNG5;NFKB1;GNG7;TYK2;PPP3R1;PPP3CC;AKT3;MAPK11;GNB4;PPP3CB;GNG2;TLR3;JAK2;GNG12;ICAM1;MAPK1;ITPR1;GNB1;C3;JAK1;CALM2;CALM3;GNB2;FGF2;GNG11;MAPK3;IL6ST	PREX1;PIK3R5;LYN;HRAS;NFATC4;NFATC2;CASP8;GNG10;CCND1;ITPR2;KRAS;CTNNB1;NFATC1;RAC1;MAPK8;MAP2K4;ZFP36;NFATC3;HLA-F;MAPK12;AKT1;NFKBIA;ANGPT2;HLA-E;PIK3R1;GNB5;FOS;PIK3CG;FAS;PLCG1;PPP3CA;CD86;IFNGR1;BECN1;GNG5;NFKB1;GNG7;TYK2;PPP3R1;PPP3CC;AKT3;MAPK11;GNB4;PPP3CB;GNG2;TLR3;JAK2;GNG12;ICAM1;MAPK1;ITPR1;GNB1;C3;JAK1;CALM2;CALM3;GNB2;FGF2;GNG11;MAPK3;IL6ST	lscc
Olfactory transduction	-0.7129094501025436	-3.9671041314784943	0.0	0.17704382086048998	444	25	CALML3;ANO2;ADCY3;CALML5;GRK2;OR4K3;GRK3;PRKACB;PDE1B;GNG7;SLC8A1;OR1M1;CAMK2D;CAMK2G;ARRB2;PRKACA;GNB1;CALM2;PRKG2;CALM3;PDE1C;NCALD;PRKG1;PDE2A;ARRB1	GNG7;SLC8A1;OR1M1;CAMK2D;CAMK2G;ARRB2;PRKACA;GNB1;CALM2;PRKG2;CALM3;PDE1C;NCALD;PRKG1;PDE2A;ARRB1	lscc
Homologous recombination	0.5303049058955066	3.0468615917900523	0.07432432432432433	0.1792286916650964	41	30	POLD3;POLD1;RBBP8;TOPBP1;BLM;NBN;RPA1;MRE11;POLD2;BRCA1;RAD50;SSBP1;TOP3A;RAD51B;RAD51C;RPA3;EME1;RAD51;UIMC1;TOP3B;ABRAXAS1;BRIP1;RPA2;PALB2;ATM;RAD54B;BRCA2;BARD1;POLD4;BRCC3	POLD3;POLD1;RBBP8;TOPBP1;BLM;NBN;RPA1;MRE11;POLD2;BRCA1;RAD50;SSBP1;TOP3A	lscc
Acute myeloid leukemia	-0.44399481468442675	-2.952037167926388	0.03870967741935484	0.1833284932893039	66	47	JUP;RUNX1;RPS6KB2;RPS6KB1;PIK3R2;LEF1;MPO;MYC;PML;AKT2;NRAS;PER2;STAT3;MAP2K1;GRB2;FCGR1A;PIK3CA;ITGAM;EIF4EBP1;CHUK;PIK3CB;IKBKG;PIK3CD;CEBPA;BRAF;IKBKB;HRAS;ARAF;CCND1;KRAS;RARA;CSF1R;BAD;AKT1;CD14;SPI1;PIK3R1;STAT5A;NFKB1;RUNX1T1;AKT3;SOS2;KIT;STAT5B;MAPK1;ZBTB16;MAPK3	HRAS;ARAF;CCND1;KRAS;RARA;CSF1R;BAD;AKT1;CD14;SPI1;PIK3R1;STAT5A;NFKB1;RUNX1T1;AKT3;SOS2;KIT;STAT5B;MAPK1;ZBTB16;MAPK3	lscc
