Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Chronic myeloid leukemia,0.33459020626794006,0.9798192580192827,0.5451612903225806,0.7621321358982751,76,64,HDAC2;STAT5B;STAT5A;HDAC1;CDKN1B;ABL1;CTBP2;PIK3R1;MAPK3;PTPN11;CTBP1;BCR;BCL2L1;SHC1;IKBKG;MAPK1;DDB2;NFKB1;AKT3;NFKBIA;BAD;PIK3CD;NRAS;AKT2;RELA;BAX;RAF1;PIK3CB;TGFB2;GRB2;MAP2K1;TGFBR1;MAP2K2;MECOM;AKT1;PIK3R2;CDKN1A;ARAF;TGFB1;SOS1;CDK4;CDK6;CDKN2A;BRAF;SMAD3;RB1;CHUK;IKBKB;CRK;TP53;PIK3CA;KRAS;TGFBR2;TGFB3;SMAD4;HRAS;CRKL;BAK1;RUNX1;POLK;CBL;SOS2;E2F3;GAB2,HDAC2;STAT5B;STAT5A;HDAC1;CDKN1B;ABL1;CTBP2;PIK3R1;MAPK3;PTPN11;CTBP1;BCR;BCL2L1;SHC1;IKBKG;MAPK1;DDB2;NFKB1;AKT3;NFKBIA;BAD;PIK3CD;NRAS;AKT2;RELA;BAX;RAF1;PIK3CB;TGFB2;GRB2;MAP2K1;TGFBR1;MAP2K2
Osteoclast differentiation,0.3230221830113489,0.9696397707791878,0.5225806451612903,0.775233624848691,127,92,ITGB3;MITF;SIRPA;MAPK11;JAK1;CSF1R;PIK3R1;MAPK3;LILRB5;MAPK9;MAPK8;STAT1;MAPK14;LILRB3;MAPK12;PPP3CB;STAT2;NFATC1;FYN;TAB1;CYLD;IKBKG;FHL2;PPP3CC;MAPK1;BTK;NFKB1;AKT3;NFATC2;NFKBIA;TRAF2;RAC1;MAP3K7;PIK3CD;NCF2;AKT2;RELA;MAPK13;PIK3CB;TAB2;TGFB2;GRB2;MAP2K1;FCGR3B;NCF1;TYROBP;TGFBR1;SYK;FCGR1A;PLCG2;FCGR2B;AKT1;PIK3R2;MAP2K7;CYBA;TGFB1;IFNGR1;LILRB1;CSF1;PPP3CA;FOSL2;FCGR2A;FCGR3A;RELB;TEC;IL1R1;CHUK;IKBKB;LILRB4;CAMK4;LILRB2;PIK3CA;NCF4;JUN;MAP2K6;JUND;BLNK;CREB1;TGFBR2;TNFRSF11B;NFKB2;TRAF6;TNFRSF1A;ACP5;CTSK;LCP2;TYK2;IRF9;SQSTM1;JUNB;GAB2;PPP3R1,ITGB3;MITF;SIRPA;MAPK11;JAK1;CSF1R;PIK3R1;MAPK3;LILRB5;MAPK9;MAPK8;STAT1;MAPK14;LILRB3;MAPK12;PPP3CB;STAT2;NFATC1;FYN;TAB1;CYLD;IKBKG;FHL2;PPP3CC;MAPK1;BTK;NFKB1;AKT3;NFATC2;NFKBIA;TRAF2;RAC1;MAP3K7;PIK3CD;NCF2;AKT2;RELA;MAPK13;PIK3CB;TAB2;TGFB2;GRB2;MAP2K1;FCGR3B;NCF1;TYROBP;TGFBR1;SYK
Terpenoid backbone biosynthesis,0.37539828511513096,0.971741033494203,0.5344262295081967,0.7769159207177916,22,17,PCYOX1;ZMPSTE24;MVD;FDPS;ACAT1;FNTA;IDI1;HMGCS2;FNTB;ACAT2;HMGCR;ICMT;HMGCS1;PMVK;PDSS2;GGPS1;MVK,PCYOX1;ZMPSTE24;MVD;FDPS;ACAT1;FNTA;IDI1
Huntington disease,0.3177259372030416,0.9727929129268263,0.45161290322580644,0.7775744436482915,193,136,HDAC2;HDAC1;GNAQ;ITPR1;CASP3;DCTN1;POLR2G;PLCB3;CASP8;RCOR1;TGM2;SLC25A5;GPX1;TFAM;SLC25A6;POLR2J3;SOD2;POLR2E;DNAH5;VDAC2;DCTN2;DNAH9;DNAH17;PLCB4;CLTC;PPIF;POLR2F;DNAH7;DNAH10;VDAC1;CLTA;DNAH3;DNAH6;NDUFA7;NDUFV3;DLG4;VDAC3;CLTCL1;EP300;CLTB;PLCB1;SDHD;NDUFA6;SLC25A4;IFT57;COX6A1;DNALI1;NDUFB3;AP2A2;COX8A;DNAH8;BAX;COX7A2;TBP;POLR2B;NDUFB2;CASP9;AP2A1;NDUFS1;UQCR10;NDUFB6;AP2B1;POLR2I;COX7A2L;SIN3A;NDUFS2;NDUFA4L2;NDUFB5;CYC1;COX5A;DNAL1;CREBBP;COX4I1;COX6B1;NDUFB4;SP1;NDUFA12;DNAH12;NDUFA3;PLCB2;SDHB;CYCS;NDUFB8;REST;UQCRB;POLR2H;POLR2K;UQCRH;NDUFS5;NDUFC2;NDUFV2;NDUFAB1;COX5B;NDUFA5;POLR2L;POLR2D;HTT;TP53;NDUFA9;NDUFS6;UQCRQ;DNAH14;AP2S1;NDUFB1;NDUFS8;UQCRC2;NDUFB9;NDUFV1;NDUFB10;TAF4;COX7C;UQCRFS1;NDUFA10;TBPL1;SDHA;NDUFS4;CREB1;NRF1;AP2M1;NDUFA2;SDHC;COX6C;NDUFB7;NDUFA8;NDUFA4;HIP1;POLR2C;UQCRC1;APAF1;SOD1;DCTN4;NDUFA11;NDUFA13;NDUFS7;NDUFS3;NDUFB11,HDAC2;HDAC1;GNAQ;ITPR1;CASP3;DCTN1;POLR2G;PLCB3;CASP8;RCOR1;TGM2;SLC25A5;GPX1;TFAM;SLC25A6;POLR2J3;SOD2;POLR2E;DNAH5;VDAC2;DCTN2;DNAH9;DNAH17;PLCB4;CLTC;PPIF;POLR2F;DNAH7;DNAH10;VDAC1;CLTA;DNAH3;DNAH6;NDUFA7;NDUFV3;DLG4;VDAC3;CLTCL1;EP300;CLTB;PLCB1;SDHD;NDUFA6;SLC25A4;IFT57;COX6A1;DNALI1;NDUFB3;AP2A2;COX8A;DNAH8;BAX;COX7A2;TBP;POLR2B;NDUFB2;CASP9;AP2A1;NDUFS1;UQCR10;NDUFB6;AP2B1;POLR2I;COX7A2L;SIN3A;NDUFS2
Breast cancer,0.329875727222414,0.9696615673113391,0.5516129032258065,0.778828736861713,147,81,EGFR;FGF2;PIK3R1;NOTCH2;MAPK3;WNT2B;WNT4;SHC1;KIT;NCOA1;LRP5;MAPK1;DDB2;PGR;MTOR;AKT3;FZD2;FZD7;PIK3CD;LRP6;NRAS;AKT2;APC;WNT5A;BAX;FZD1;FGFR1;NOTCH3;ESR1;RAF1;PIK3CB;RPS6KB1;FZD3;GRB2;MAP2K1;WNT11;MAP2K2;AKT1;GSK3B;PIK3R2;CDKN1A;SP1;RPS6KB2;ARAF;FGF17;NCOA3;CTNNB1;FZD6;DVL3;LEF1;SOS1;NOTCH1;CDK4;DVL1;CDK6;JAG1;PTEN;BRAF;AXIN1;TCF7;RB1;TP53;PIK3CA;JUN;KRAS;CSNK1A1;NFKB2;WNT7A;HRAS;DVL2;IGF1;BAK1;POLK;SOS2;WNT10A;FGF20;IGF1R;E2F3;FGF4;TCF7L2;ERBB2,EGFR;FGF2;PIK3R1;NOTCH2;MAPK3;WNT2B;WNT4;SHC1;KIT;NCOA1;LRP5;MAPK1;DDB2;PGR;MTOR;AKT3;FZD2;FZD7;PIK3CD;LRP6;NRAS;AKT2;APC;WNT5A;BAX;FZD1;FGFR1;NOTCH3;ESR1;RAF1;PIK3CB;RPS6KB1;FZD3;GRB2;MAP2K1;WNT11;MAP2K2;AKT1;GSK3B;PIK3R2;CDKN1A;SP1;RPS6KB2;ARAF;FGF17;NCOA3;CTNNB1;FZD6;DVL3;LEF1;SOS1;NOTCH1;CDK4;DVL1;CDK6;JAG1;PTEN
Graft-versus-host disease,-0.3424139988069315,-9.555593964896524,0.17073170731707318,0.7862001943634596,41,19,HLA-DMB;HLA-E;PRF1;HLA-DRA;HLA-G;HLA-A;HLA-C;HLA-DQA1;HLA-DRB5;HLA-DPA1;HLA-DPB1;HLA-DRB1;HLA-B;HLA-DRB4;HLA-F;HLA-DMA;HLA-DRB3;HLA-DQB1;FAS,HLA-DMB;HLA-E;PRF1;HLA-DRA;HLA-G;HLA-A;HLA-C;HLA-DQA1;HLA-DRB5;HLA-DPA1;HLA-DPB1;HLA-DRB1;HLA-B;HLA-DRB4;HLA-F;HLA-DMA;HLA-DRB3;HLA-DQB1;FAS
Cellular senescence,0.31022580745457184,0.9546991085412987,0.6451612903225806,0.8032010988942678,160,120,RRAS;RBBP4;ITPR1;MRAS;PPP1CA;RHEB;MAPK11;TSC1;PPP1CC;SLC25A5;RAD50;PIK3R1;MAPK3;NFATC4;RRAS2;SLC25A6;ATR;PPID;VDAC2;MRE11;NBN;IGFBP3;MAPK14;CAPN2;MAPK12;PPP3CB;TSC2;NFATC1;VDAC1;PPP3CC;MAPK1;VDAC3;MTOR;NFKB1;AKT3;CDK2;NFATC2;CDK1;TRPM7;SLC25A4;PPP1CB;HUS1;PIK3CD;HLA-E;NRAS;AKT2;RELA;MAPK13;CHEK2;RAD9A;CALML5;CHEK1;RAF1;PIK3CB;TGFB2;LIN9;HLA-G;MAP2K1;TGFBR1;MAP2K2;CCNB1;TRAF3IP2;MCU;RBL2;AKT1;E2F5;PIK3R2;LIN54;CDKN1A;CALML3;SERPINE1;NFATC3;TGFB1;CALM2;CDK4;LIN37;CAPN1;FOXO1;PPP3CA;CDK6;PTEN;CDKN2A;HLA-A;SIRT1;HLA-C;SMAD3;EIF4EBP1;CCND2;ITPR3;RB1;TP53;MAP2K3;FOXO3;CCNB2;CCNA2;RAD1;ZFP36L1;PIK3CA;ITPR2;BTRC;HLA-B;FBXW11;RASSF5;MAPKAPK2;MAP2K6;KRAS;ETS1;TGFBR2;HLA-F;TGFB3;E2F4;HRAS;ATM;RBL1;SMAD2;ZFP36L2;E2F3;CCNE1;SQSTM1;PPP3R1,RRAS;RBBP4;ITPR1;MRAS;PPP1CA;RHEB;MAPK11;TSC1;PPP1CC;SLC25A5;RAD50;PIK3R1;MAPK3;NFATC4;RRAS2;SLC25A6;ATR;PPID;VDAC2;MRE11;NBN;IGFBP3;MAPK14;CAPN2;MAPK12;PPP3CB;TSC2;NFATC1;VDAC1;PPP3CC;MAPK1;VDAC3;MTOR;NFKB1;AKT3;CDK2;NFATC2;CDK1;TRPM7;SLC25A4;PPP1CB;HUS1;PIK3CD;HLA-E;NRAS;AKT2;RELA;MAPK13;CHEK2;RAD9A;CALML5;CHEK1;RAF1;PIK3CB;TGFB2;LIN9;HLA-G
Adherens junction,0.32033962304394703,0.9559835323507982,0.567741935483871,0.8035566654057437,72,66,SORBS1;EGFR;VCL;PTPRM;FER;MAPK3;RAC3;SRC;CTNNA1;CTNNA2;ACTB;ACTG1;NECTIN1;FYN;CSNK2B;YES1;TJP1;PTPRJ;MAPK1;WAS;EP300;RAC1;MAP3K7;CTNND1;INSR;RAC2;FGFR1;ACTN1;NECTIN4;PTPRB;TGFBR1;PTPN6;BAIAP2;NECTIN2;CREBBP;LMO7;CTNNB1;ACP1;LEF1;WASF2;CDC42;CSNK2A2;CDH1;WASF3;SMAD3;PTPRF;FARP2;TCF7;PTPN1;ACTN4;MET;CSNK2A1;AFDN;PARD3;TGFBR2;RHOA;SMAD4;WASL;IQGAP1;WASF1;NECTIN3;SMAD2;IGF1R;CSNK2A3;TCF7L2;ERBB2,SORBS1;EGFR;VCL;PTPRM;FER;MAPK3;RAC3;SRC;CTNNA1;CTNNA2;ACTB;ACTG1;NECTIN1;FYN;CSNK2B;YES1;TJP1;PTPRJ;MAPK1;WAS;EP300;RAC1;MAP3K7
Acute myeloid leukemia,0.32825526328306304,0.9527167003265335,0.5806451612903226,0.8043120228608381,66,49,STAT5B;STAT5A;CSF1R;PIK3R1;MAPK3;MPO;PML;KIT;ITGAM;IKBKG;CD14;MAPK1;MTOR;NFKB1;AKT3;ZBTB16;BAD;PIK3CD;NRAS;AKT2;RELA;RAF1;PIK3CB;RPS6KB1;GRB2;MAP2K1;MAP2K2;FCGR1A;AKT1;PIK3R2;RPS6KB2;ARAF;LEF1;SOS1;BRAF;CEBPA;EIF4EBP1;TCF7;CHUK;IKBKB;DUSP6;PIK3CA;STAT3;KRAS;JUP;HRAS;RUNX1;SOS2;TCF7L2,STAT5B;STAT5A;CSF1R;PIK3R1;MAPK3;MPO;PML;KIT;ITGAM;IKBKG;CD14;MAPK1;MTOR;NFKB1;AKT3;ZBTB16;BAD;PIK3CD;NRAS;AKT2;RELA;RAF1;PIK3CB;RPS6KB1;GRB2;MAP2K1;MAP2K2;FCGR1A;AKT1;PIK3R2;RPS6KB2;ARAF
mTOR signaling pathway,0.31425792393430263,0.9568711977944748,0.6096774193548387,0.8048262922206582,152,117,CLIP1;RPS6;ATP6V1C1;CAB39L;RHEB;TSC1;ATP6V1E1;PIK3R1;MAPK3;WNT2B;ATP6V1H;EIF4E2;MIOS;IRS1;WNT4;STRADA;EIF4B;LPIN1;TSC2;ATP6V1E2;PRKCB;SEC13;FLCN;LRP5;MAPK1;ATP6V1A;SLC3A2;MTOR;ATP6V1G1;RPTOR;AKT3;FZD2;FZD7;RICTOR;GRB10;ATP6V1F;PIK3CD;LRP6;WDR59;NRAS;STK11;AKT2;WNT5A;FZD1;INSR;SLC7A5;RAF1;PIK3CB;RPS6KB1;MLST8;RPS6KA3;LAMTOR4;FZD3;PDPK1;GRB2;MAP2K1;WNT11;RRAGA;MAP2K2;PRKCA;PRKAA1;AKT1;GSK3B;PIK3R2;RPS6KB2;TTI1;FZD6;DVL3;SOS1;TELO2;EIF4E;DVL1;PTEN;LAMTOR2;FNIP1;BRAF;PRKAA2;TBC1D7;RPS6KA6;ATP6V1B2;CAB39;EIF4EBP1;MAPKAP1;CHUK;IKBKB;AKT1S1;ATP6V1B1;PIK3CA;RRAGB;DEPDC5;RPS6KA2;SEH1L;SESN2;RRAGD;KRAS;LAMTOR5;NPRL3;LAMTOR1;ATP6V1D;RHOA;WNT7A;HRAS;DVL2;SKP2;LAMTOR3;IGF1;TNFRSF1A;ULK1;RPS6KA1;SOS2;WNT10A;IGF1R;CASTOR2;RRAGC;NPRL2;DEPTOR;WDR24,CLIP1;RPS6;ATP6V1C1;CAB39L;RHEB;TSC1;ATP6V1E1;PIK3R1;MAPK3;WNT2B;ATP6V1H;EIF4E2;MIOS;IRS1;WNT4;STRADA;EIF4B;LPIN1;TSC2;ATP6V1E2;PRKCB;SEC13;FLCN;LRP5;MAPK1;ATP6V1A;SLC3A2;MTOR;ATP6V1G1;RPTOR;AKT3;FZD2;FZD7;RICTOR;GRB10;ATP6V1F;PIK3CD;LRP6;WDR59;NRAS;STK11;AKT2;WNT5A;FZD1;INSR;SLC7A5;RAF1;PIK3CB;RPS6KB1;MLST8;RPS6KA3;LAMTOR4;FZD3;PDPK1;GRB2;MAP2K1;WNT11;RRAGA;MAP2K2
Gastric cancer,0.31856677776276077,0.9509312980265432,0.6161290322580645,0.8049945849400815,149,87,EGFR;CDKN1B;FGF2;PIK3R1;MAPK3;WNT2B;CTNNA1;CTNNA2;WNT4;SHC1;BCL2;GAB1;LRP5;MAPK1;DDB2;MTOR;RXRB;AKT3;CDK2;FZD2;FZD7;PIK3CD;LRP6;NRAS;AKT2;APC;WNT5A;BAX;FZD1;HGF;RAF1;PIK3CB;RPS6KB1;TGFB2;FZD3;FGFR2;GRB2;MAP2K1;WNT11;TGFBR1;MAP2K2;AKT1;GSK3B;PIK3R2;CDKN1A;RPS6KB2;ABCB1;ARAF;FGF17;TGFB1;CTNNB1;FZD6;DVL3;LEF1;SOS1;DVL1;CDH1;BRAF;SMAD3;AXIN1;TCF7;RB1;TP53;PIK3CA;RXRA;MET;KRAS;JUP;MLH1;TGFBR2;TGFB3;SMAD4;CSNK1A1;WNT7A;HRAS;DVL2;BAK1;SMAD2;POLK;SOS2;WNT10A;FGF20;E2F3;CCNE1;FGF4;TCF7L2;ERBB2,EGFR;CDKN1B;FGF2;PIK3R1;MAPK3;WNT2B;CTNNA1;CTNNA2;WNT4;SHC1;BCL2;GAB1;LRP5;MAPK1;DDB2;MTOR;RXRB;AKT3;CDK2;FZD2;FZD7;PIK3CD;LRP6;NRAS;AKT2;APC;WNT5A;BAX;FZD1;HGF;RAF1;PIK3CB;RPS6KB1;TGFB2;FZD3;FGFR2;GRB2;MAP2K1;WNT11;TGFBR1;MAP2K2;AKT1;GSK3B;PIK3R2;CDKN1A;RPS6KB2;ABCB1;ARAF;FGF17;TGFB1;CTNNB1;FZD6;DVL3;LEF1;SOS1
Vasopressin-regulated water reabsorption,0.34802580804176253,0.9461603967409018,0.5714285714285714,0.8139828957843861,44,31,DCTN1;VAMP2;ADCY6;GNAS;DYNC1I1;DYNC2H1;DCTN2;DCTN6;PRKACB;ADCY3;PRKACA;RAB5B;DYNLL1;DCTN5;ARHGDIB;DYNC2LI1;DYNLL2;DYNC1LI1;NSF;STX4;DYNC1LI2;DYNC1H1;ARHGDIA;CREB1;RAB11B;DYNC1I2;PRKACG;RAB11A;RAB5C;RAB5A;DCTN4,DCTN1;VAMP2;ADCY6;GNAS;DYNC1I1;DYNC2H1;DCTN2;DCTN6;PRKACB;ADCY3;PRKACA;RAB5B;DYNLL1;DCTN5
AMPK signaling pathway,0.31345273243249444,0.9384515777475688,0.6645161290322581,0.8257415124479339,120,90,ADIPOQ;EEF2;CAB39L;RHEB;TSC1;ELAVL1;RAB2A;PRKAG2;CAMKK2;PIK3R1;PPP2R5A;PPP2R5B;IRS1;TBC1D1;RAB14;STRADA;PPP2R3A;TSC2;SCD5;ACACB;CD36;SLC2A4;MTOR;RPTOR;AKT3;LIPE;PRKAB1;PPP2R5E;MAP3K7;ACACA;PIK3CD;STK11;AKT2;MLYCD;INSR;PIK3CB;RPS6KB1;PFKFB3;PDPK1;RAB8A;PFKFB1;GYS1;PRKAA1;PPP2CB;AKT1;PIK3R2;CPT1A;FASN;RPS6KB2;PFKM;FOXO1;PFKFB4;SIRT1;PRKAA2;HMGCR;RAB10;CAB39;PPP2R5C;EIF4EBP1;PPP2R2A;PFKP;AKT1S1;FOXO3;CCNA2;PPP2R1A;PFKFB2;PIK3CA;PFKL;PRKAG1;CREB1;PRKAB2;RAB11B;CPT1B;IRS2;PPP2R1B;SREBF1;EEF2K;PPP2CA;IGF1;G6PC3;PPP2R5D;FBP2;SCD;ULK1;PCK1;CRTC2;IGF1R;FBP1;PCK2;PPP2R2D,ADIPOQ;EEF2;CAB39L;RHEB;TSC1;ELAVL1;RAB2A;PRKAG2;CAMKK2;PIK3R1;PPP2R5A;PPP2R5B;IRS1;TBC1D1;RAB14;STRADA;PPP2R3A;TSC2;SCD5;ACACB;CD36;SLC2A4;MTOR;RPTOR;AKT3;LIPE;PRKAB1;PPP2R5E;MAP3K7;ACACA;PIK3CD;STK11;AKT2;MLYCD;INSR
Pancreatic cancer,0.31588278419260407,0.9387207133925485,0.635483870967742,0.8286776174813346,75,62,EGFR;JAK1;PIK3R1;MAPK3;RAC3;MAPK9;MAPK8;ARHGEF6;STAT1;BCL2L1;RALB;VEGFA;IKBKG;MAPK1;PLD1;DDB2;MTOR;NFKB1;AKT3;BAD;RAC1;PIK3CD;AKT2;RELA;BAX;RAC2;RAF1;PIK3CB;RPS6KB1;TGFB2;CASP9;MAP2K1;TGFBR1;RALBP1;AKT1;PIK3R2;CDKN1A;RPS6KB2;ARAF;TGFB1;CDK4;CDK6;CDC42;CDKN2A;BRAF;SMAD3;RB1;CHUK;IKBKB;TP53;PIK3CA;STAT3;KRAS;RALA;TGFBR2;TGFB3;SMAD4;BAK1;SMAD2;POLK;E2F3;ERBB2,EGFR;JAK1;PIK3R1;MAPK3;RAC3;MAPK9;MAPK8;ARHGEF6;STAT1;BCL2L1;RALB;VEGFA;IKBKG;MAPK1;PLD1;DDB2;MTOR;NFKB1;AKT3;BAD;RAC1;PIK3CD;AKT2;RELA;BAX;RAC2;RAF1;PIK3CB;RPS6KB1;TGFB2;CASP9;MAP2K1;TGFBR1;RALBP1;AKT1;PIK3R2;CDKN1A;RPS6KB2;ARAF;TGFB1
Renal cell carcinoma,0.3187402185471161,0.9288313276956002,0.6548387096774193,0.841322569137498,69,58,ELOB;RAP1A;RAP1B;PIK3R1;MAPK3;TFE3;PTPN11;PAK2;ARNT;GAB1;VEGFA;FLCN;EGLN1;MAPK1;RBX1;AKT3;EP300;BAD;PAK1;RAC1;PIK3CD;NRAS;AKT2;HGF;RAF1;PIK3CB;RAPGEF1;TGFB2;PRCC;GRB2;MAP2K1;MAP2K2;AKT1;CREBBP;PIK3R2;CDKN1A;ARAF;TGFB1;SOS1;VHL;FH;CDC42;ARNT2;BRAF;SLC2A1;CRK;PIK3CA;JUN;MET;ELOC;KRAS;ETS1;TGFB3;HRAS;PAK4;CRKL;CUL2;SOS2,ELOB;RAP1A;RAP1B;PIK3R1;MAPK3;TFE3;PTPN11;PAK2;ARNT;GAB1;VEGFA;FLCN;EGLN1;MAPK1;RBX1;AKT3;EP300;BAD;PAK1;RAC1;PIK3CD;NRAS;AKT2;HGF;RAF1;PIK3CB;RAPGEF1;TGFB2;PRCC;GRB2;MAP2K1
Other glycan degradation,0.36036301094153905,0.9302243305526287,0.6208053691275168,0.8417387846048242,18,14,MAN2C1;GLB1;MANBA;FUCA2;MAN2B2;ENGASE;NEU1;AGA;HEXA;MAN2B1;HEXB;FUCA1;GBA2;GBA,MAN2C1;GLB1;MANBA;FUCA2;MAN2B2;ENGASE;NEU1;AGA;HEXA
Colorectal cancer,0.31493514644251536,0.9262308538645732,0.6612903225806451,0.8436893180785436,86,67,EGFR;CASP3;MSH2;MSH6;APPL1;PIK3R1;MAPK3;RAC3;MAPK9;MAPK8;BCL2;RALB;MAPK1;DDB2;MTOR;AKT3;BAD;RAC1;PIK3CD;NRAS;AKT2;APC;BAX;RAC2;RAF1;PIK3CB;RPS6KB1;TGFB2;CASP9;GRB2;MAP2K1;TGFBR1;MAP2K2;AKT1;GSK3B;PIK3R2;CDKN1A;RPS6KB2;ARAF;TGFB1;CTNNB1;LEF1;SOS1;CYCS;BRAF;SMAD3;AXIN1;TCF7;BCL2L11;TP53;MSH3;PIK3CA;JUN;KRAS;RALA;MLH1;TGFBR2;RHOA;TGFB3;SMAD4;HRAS;BIRC5;BAK1;SMAD2;POLK;SOS2;TCF7L2,EGFR;CASP3;MSH2;MSH6;APPL1;PIK3R1;MAPK3;RAC3;MAPK9;MAPK8;BCL2;RALB;MAPK1;DDB2;MTOR;AKT3;BAD;RAC1;PIK3CD;NRAS;AKT2;APC;BAX;RAC2;RAF1;PIK3CB;RPS6KB1;TGFB2;CASP9;GRB2;MAP2K1;TGFBR1;MAP2K2;AKT1;GSK3B;PIK3R2;CDKN1A;RPS6KB2;ARAF;TGFB1;CTNNB1;LEF1;SOS1
Caffeine metabolism,-0.6894292803969774,-2.8589144075604707,0.2809917355371901,0.8497732426303855,5,2,XDH;NAT1,XDH;NAT1
Tuberculosis,0.30338325603120087,0.9181709939800423,0.6870967741935484,0.8552193771853464,179,125,HSPD1;MRC1;CD209;C3;CASP3;HSPA9;CASP8;TRADD;EEA1;MAPK11;JAK1;CAMK2G;LBP;MAPK3;ATP6V1H;CAMP;MAPK9;CAMK2D;SRC;CAMK2B;NFYA;MAPK8;ARHGEF12;STAT1;CAMK2A;MAPK14;BCL2;MAPK12;PPP3CB;RAB7A;ITGAM;PPP3CC;CD14;MAPK1;FCER1G;CTSD;NFKB1;AKT3;EP300;BAD;HLA-DMB;ATP6V0A2;AKT2;RELA;BAX;MAPK13;CR1;RAB5B;CALML5;CD74;RAF1;HLA-DRA;TGFB2;CASP9;FCGR3B;FADD;RIPK2;SYK;ATP6V0A1;FCGR1A;FCGR2B;IRAK4;AKT1;CREBBP;CALML3;IL18;LAMP2;TGFB1;IFNGR1;VDR;CALM2;JAK2;MRC2;CYCS;PPP3CA;FCGR2A;CEBPG;NFYC;FCGR3A;KSR1;HLA-DQA1;MYD88;RFX5;HLA-DRB5;TCIRG1;TLR1;HLA-DPA1;IRAK1;PIK3C3;ITGAX;BID;ATP6V0C;CARD9;LSP1;ITGB2;TLR2;HLA-DPB1;CORO1A;HLA-DRB1;ATP6AP1;CTSS;ATP6V0D1;BCL10;CREB1;MALT1;LAMP1;RFXAP;RHOA;HLA-DRB4;TGFB3;NFYB;HLA-DMA;RFXANK;CEBPB;TRAF6;RAB5C;RAB5A;ATP6V0A4;SPHK2;HLA-DRB3;HLA-DQB1;TNFRSF1A;APAF1;CASP10;PPP3R1,HSPD1;MRC1;CD209;C3;CASP3;HSPA9;CASP8;TRADD;EEA1;MAPK11;JAK1;CAMK2G;LBP;MAPK3;ATP6V1H;CAMP;MAPK9;CAMK2D;SRC;CAMK2B;NFYA;MAPK8;ARHGEF12;STAT1;CAMK2A;MAPK14;BCL2;MAPK12;PPP3CB;RAB7A;ITGAM;PPP3CC;CD14;MAPK1;FCER1G;CTSD;NFKB1;AKT3;EP300;BAD;HLA-DMB;ATP6V0A2;AKT2;RELA;BAX;MAPK13;CR1;RAB5B;CALML5;CD74;RAF1;HLA-DRA
Toll-like receptor signaling pathway,0.3142481543739839,0.9197369113299549,0.6935483870967742,0.8552723205327433,104,61,TOLLIP;CASP8;MAPK11;PIK3R1;LBP;MAPK3;MAPK9;MAPK8;STAT1;IRF7;MAPK14;MAPK12;TAB1;IKBKG;CD14;MAPK1;NFKB1;AKT3;NFKBIA;RAC1;MAP3K7;PIK3CD;AKT2;RELA;MAPK13;IRF5;PIK3CB;TAB2;MAP2K1;FADD;MAP2K2;CCL5;IRAK4;AKT1;PIK3R2;MAP2K7;MAP2K4;TLR8;IRF3;MAP3K8;MYD88;TLR1;CHUK;IKBKB;MAP2K3;IRAK1;TBK1;PIK3CA;TLR2;TRAF3;JUN;CXCL10;MAP2K6;TLR7;TLR3;RIPK1;TRAF6;SPP1;CD40;CTSK;IKBKE,TOLLIP;CASP8;MAPK11;PIK3R1;LBP;MAPK3;MAPK9;MAPK8;STAT1;IRF7;MAPK14;MAPK12;TAB1;IKBKG;CD14;MAPK1;NFKB1;AKT3;NFKBIA;RAC1;MAP3K7;PIK3CD;AKT2;RELA;MAPK13;IRF5;PIK3CB;TAB2;MAP2K1;FADD;MAP2K2;CCL5;IRAK4;AKT1;PIK3R2;MAP2K7;MAP2K4
"Neomycin, kanamycin and gentamicin biosynthesis",-0.33416062741984887,-3.3985050564267794,0.8923076923076924,0.8824984539270254,5,4,HK3;HK2;HKDC1;HK1,HK3;HK2;HKDC1;HK1
B cell receptor signaling pathway,0.30855118255328084,0.8989957558350296,0.6935483870967742,0.8842841561296478,71,64,CD81;PIK3R1;MAPK3;RAC3;LILRB3;PPP3CB;NFATC1;PRKCB;IKBKG;PPP3CC;MAPK1;BTK;NFKB1;AKT3;NFATC2;NFKBIA;RAC1;PIK3CD;NRAS;AKT2;RELA;RAC2;RAF1;PIK3CB;CARD11;GRB2;MAP2K1;SYK;MAP2K2;IFITM1;PLCG2;INPPL1;FCGR2B;PTPN6;DAPP1;AKT1;GSK3B;PIK3R2;NFATC3;SOS1;VAV3;PPP3CA;INPP5D;LYN;CHUK;IKBKB;NFKBIE;CD72;PIK3CA;JUN;VAV2;BCL10;NFKBIB;KRAS;BLNK;MALT1;HRAS;CD22;PIK3AP1;CR2;CD19;SOS2;VAV1;PPP3R1,CD81;PIK3R1;MAPK3;RAC3;LILRB3;PPP3CB;NFATC1;PRKCB;IKBKG;PPP3CC;MAPK1;BTK;NFKB1;AKT3;NFATC2;NFKBIA;RAC1;PIK3CD;NRAS;AKT2;RELA;RAC2;RAF1;PIK3CB;CARD11;GRB2;MAP2K1;SYK;MAP2K2;IFITM1;PLCG2;INPPL1;FCGR2B;PTPN6;DAPP1;AKT1;GSK3B;PIK3R2
