Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Scavenging by Class F Receptors,0.0001624074903257,2.260579751887545,0.6022727272727273,0.7448704302890374,7,6,OPLAH;TTN;ADAM10;PRKCA;SLC2A1;TMBIM6,OPLAH;TTN;ADAM10;PRKCA
Formation of the Editosome,0.00020667820947571782,2.2372775073766515,0.20160642570281123,0.7452151050580007,8,4,HAPLN3;PIGK;STX4;EIF1AX,HAPLN3;PIGK;STX4
mRNA Editing: C to U Conversion,0.00020667820947571782,2.2372775073766515,0.20160642570281123,0.7452151050580007,8,4,HAPLN3;PIGK;STX4;EIF1AX,HAPLN3;PIGK;STX4
Biosynthesis of DHA-derived sulfido conjugates,9.374028791327893e-05,2.240527704643539,0.17761989342806395,0.7454495432488268,2,1,WASF3,WASF3
Biosynthesis of maresin conjugates in tissue regeneration (MCTR),9.374028791327893e-05,2.240527704643539,0.17761989342806395,0.7454495432488268,2,1,WASF3,WASF3
Oxidative Stress Induced Senescence,0.0006976994208521834,2.2540146603223348,0.3138888888888889,0.7458877284746163,95,50,KRT36;SARAF;CCDC90B;TAF7;SEC22A;HDHD2;DEFB1;LRRK1;IGF2;KRT77;RAB3B;SEL1L;ID4;RAB29;KEAP1;MTF1;TAPT1;HMGN3;AUTS2;TUBG1;MT-ND2;LRRC40;C5orf22;TMEM11;GIGYF2;ADAMTSL2;ANKRD44;CYLD;DCAF10;DNAJC7;DOCK8;FCGR2B;FLCN;FNDC1;GPBP1;GSTM3;GTF3C4;MBL2;MIER1;MOCS2;NIPSNAP1;OLFML3;PARP16;PDK3;PUM3;PXDN;REPIN1;SDC1;SERINC5;SGMS1,KRT36;SARAF;CCDC90B;TAF7;SEC22A;HDHD2;DEFB1;LRRK1;IGF2;KRT77;RAB3B
Plasma lipoprotein clearance,0.000598614230271689,2.260998594660591,0.17757774140752863,0.7459851366890111,33,26,SLC25A32;UBA5;HLA-DRB4;CADM1;ASCC3;ELOA;CPNE3;ADAM10;NDUFA10;LZIC;MGAT2;CLSTN1;WWP2;C11orf58;SCAF4;DROSHA;AIMP1;ARPC1B;AZU1;BTN3A2;EIF2B2;ERLEC1;INHBC;INMT;NAT10;TEC,SLC25A32;UBA5;HLA-DRB4;CADM1;ASCC3;ELOA;CPNE3;ADAM10;NDUFA10;LZIC;MGAT2;CLSTN1
Notch-HLH transcription pathway,0.0009300180928316118,2.2432310991151363,0.0050195203569436695,0.7460517104543365,28,23,ARFGEF2;GGA1;HARS2;KPNA1;PAPD5;RNF10;CNN2;MED12;SFRP4;DYNC1I2;KIAA1147;ATP13A1;ATP13A3;PPP1R3G;TRAPPC2L;POM121;STON2;MAT2B;SULT1A1;ARHGAP45;INPP4A;MTMR3;PCGF6,ARFGEF2;GGA1;HARS2;KPNA1;PAPD5;RNF10;CNN2;MED12;SFRP4;DYNC1I2;KIAA1147;ATP13A1;ATP13A3
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA,0.00031547374167379023,2.2440476355464556,0.38868274582560297,0.7467901234321239,6,6,MTRF1L;NDFIP1;SHANK2;MFN2;UTRN;FAH,MTRF1L;NDFIP1;SHANK2;MFN2;UTRN;FAH
FasL/ CD95L signaling,0.00014320389212733642,2.284666084983975,0.49676724137931033,0.7470900266601189,5,4,GGA3;EPHB2;COMMD3-BMI1;DAB2,GGA3;EPHB2;COMMD3-BMI1;DAB2
Acyl chain remodelling of PS,0.0003638254806287314,2.2612266065028295,0.11883408071748879,0.74720664993253,22,9,COPB2;VTA1;GLMN;THAP4;L1CAM;BTD;IVD;NAA50;PFN1,COPB2;VTA1;GLMN;THAP4;L1CAM
Synthesis of PA,0.0007783777606421789,2.2171904318209843,0.0234192037470726,0.7474150971704617,39,25,TMEM219;SRPX2;PRPF38B;NKIRAS1;SLC25A14;PTPN1;VTA1;GLMN;DOK1;THAP4;HAUS1;TTC1;GNL3;ARHGEF17;CGNL1;CNTN4;COL4A1;HNRNPL;INTS14;ITFG2;KDM3B;PFN1;SCP2;WDR83;YIF1A,TMEM219;SRPX2;PRPF38B;NKIRAS1;SLC25A14;PTPN1;VTA1;GLMN;DOK1;THAP4
Defective LFNG causes SCDO3,0.00033408987271749775,2.2445443973259933,0.002284408909194746,0.7478014979147795,5,4,MON1B;KIAA1147;ATP13A1;ATP13A3,MON1B;KIAA1147;ATP13A1;ATP13A3
Regulation of mRNA stability by proteins that bind AU-rich elements,0.0010455124047634994,4.877444720226396,0.5078651685393258,0.7478153179387661,89,85,EIF3D;TAF7;GORASP1;PHF21A;AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;TCP1;MARCH5;ZC3H13;DACH2;INCENP;UBN2;HIST1H1T;ZNF511;ADSL;MAN1A1;MED19;PTMS;AP1G2;PGAM2;TEX2;PIN4;CFL1;GINS2;KDM4A;ZNF257;ZNF782;CD55;TANGO2;TXNDC12;HCFC1;RBP4;RPL6;GTF2H4;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;ALDH3A1;AMOTL1;ANKRD44;AP1M2;ARL3;B4GAT1;BRI3;C2CD3;C4B;CCDC28A;CLCA4;CLIC1;CYLD;DCAF10;DNAH7;DNAJC7;DPP3;FAM107A;GMPS;HDLBP;LDLR;LRBA;MYCT1;NFIA;NPR2;ODF2;PARVG;PRR12;REN;REPIN1;SEPT9;SHPRH;SLC25A40;SNX12;UTP6;WDR20,EIF3D;TAF7;GORASP1;PHF21A;AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;TCP1;MARCH5;ZC3H13;DACH2;INCENP;UBN2;HIST1H1T;ZNF511;ADSL;MAN1A1;MED19;PTMS;AP1G2;PGAM2;TEX2;PIN4;CFL1;GINS2;KDM4A;ZNF257;ZNF782;CD55;TANGO2;TXNDC12;HCFC1;RBP4;RPL6;GTF2H4;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;ALDH3A1;AMOTL1;ANKRD44;AP1M2;ARL3;B4GAT1;BRI3;C2CD3;C4B;CCDC28A;CLCA4;CLIC1;CYLD;DCAF10;DNAH7;DNAJC7;DPP3
G alpha (i) signalling events,0.0021727588228705815,2.2479335463034125,0.1386913229018492,0.7479616522498927,405,154,SLC25A32;EXPH5;ATP6V1H;NOMO2;PARN;ACOX1;PAFAH1B2;FABP4;CDK16;USP1;TGIF1;STAG1;C14orf119;EHHADH;HOXD9;DDB1;NAMPT;DNM2;RNF139;COASY;GLMN;GRIP1;CUL7;RTN4IP1;CBFA2T2;CALB2;CDC23;ERGIC2;MAP3K8;ACTL8;PSMD2;EFHD1;HEG1;BICC1;CD19;GTPBP6;IQGAP1;COL4A3BP;ZMYND10;KLC4;GALNT17;FOXRED2;VPS50;ZSCAN31;DCDC2;ATL2;ZFYVE19;PRKRA;SFXN1;CHTF18;CPNE3;VASP;OPA3;ADAM10;MAP2K6;WDR76;CLSTN1;CRIP1;ETV3;PMF1-BGLAP;CERS5;LRRC42;HAMP;KIFC1;ACTR1B;PFAS;NDUFB5;MPST;FBXO6;HDGF;MAPK8IP3;ZNF74;CRLF3;FAM114A2;EFNB1;PEX3;VPS13A;ALYREF;CD55;RNF123;C2CD2;SHMT2;TM2D1;ADNP;STARD9;ADAMTSL3;AIFM2;ARHGAP23;CA12;CHL1;COL18A1;CRISP3;DMTN;DOK2;ELMOD2;EOGT;EPHX4;FADS1;FADS2;GIMAP7;GUF1;HCCS;HPRT1;INPPL1;IVL;JMJD7-PLA2G4B;LDLRAP1;LILRB2;LMOD3;LRCH3;MIER1;MRPL1;NEK8;NUDT9;P2RX7;PCDHB9;PCSK5;PDZD8;PEX12;PODXL;PPP3CC;PRG3;PRKAR2B;PRR12;RAB11FIP3;RBM43;RUNDC1;S100A9;SDHAF1;SELENOW;SERPINB3;SH3D19;SLC3A2;SNU13;SPRR2A;SRSF6;SSH3;STBD1;SULT2B1;TACC2;TC2N;TCF7;TDRD3;THOC2;TMEM115;TMOD2;TNFAIP2;TSC1;TTC30A;TXLNA;UNC13D;WDR37;WISP2;YEATS4,SLC25A32;EXPH5;ATP6V1H;NOMO2;PARN;ACOX1;PAFAH1B2;FABP4;CDK16;USP1;TGIF1;STAG1;C14orf119;EHHADH;HOXD9;DDB1;NAMPT;DNM2;RNF139;COASY;GLMN;GRIP1;CUL7;RTN4IP1;CBFA2T2;CALB2;CDC23;ERGIC2;MAP3K8;ACTL8;PSMD2;EFHD1;HEG1;BICC1;CD19;GTPBP6;IQGAP1;COL4A3BP;ZMYND10;KLC4;GALNT17;FOXRED2;VPS50;ZSCAN31;DCDC2;ATL2;ZFYVE19;PRKRA;SFXN1;CHTF18;CPNE3;VASP;OPA3;ADAM10;MAP2K6;WDR76;CLSTN1
Abacavir metabolism,0.00020015657042048916,2.292326070086412,0.2929936305732484,0.7482391504343869,5,5,WDR24;BANF1;MTMR9;C14orf166;CAVIN4,WDR24;BANF1;MTMR9;C14orf166;CAVIN4
Postmitotic nuclear pore complex (NPC) reformation,0.0005245875416013233,2.249229017373932,0.8358585858585859,0.7483578330025147,27,27,CTSV;TRAF6;UNC5B;MUC5B;APAF1;NENF;HOXD8;SGPP2;MYH2;SYNE2;G3BP1;HINT3;PLIN2;LMO4;ABCB6;RNASET2;PPP6R2;GTF2H4;AK3;ATP5J;BPGM;DFFB;MSL2;NOS3;PRTFDC1;SELENOO;SMCR8,CTSV;TRAF6;UNC5B;MUC5B;APAF1;NENF;HOXD8;SGPP2;MYH2;SYNE2;G3BP1;HINT3;PLIN2;LMO4;ABCB6;RNASET2;PPP6R2;GTF2H4;AK3;ATP5J;BPGM
Defective F8 binding to von Willebrand factor,8.789886115125543e-05,2.284889109651049,0.5950226244343891,0.7484138565966618,2,2,DCP2;AMN1,DCP2;AMN1
Metabolism of nucleotides,0.0014366062662574224,2.2614665485374865,0.06689895470383275,0.7484592455167411,100,85,COPG1;MBD1;GLA;FST;COL8A2;DCAF16;CENPN;ALKBH5;TNN;ITFG1;LSM1;EIF4EBP2;FTH1;PARP4;PLAA;SMAD2;ITM2C;ZNF121;STX16;RPS14;NECTIN3;HEXIM1;HOMER1;TLE1;MT-CO2;ERCC5;BANF1;STRN4;MRPS6;PSMB9;RIOK2;PDGFC;LPXN;NDUFB8;TMEM109;FMNL1;RAI14;COPS3;CFL2;TXNDC16;TMX3;NCKAP5L;TAPT1;PFKFB4;LAMTOR2;PNMA8A;CPSF4;CPSF6;FIP1L1;TUBGCP3;MTMR9;SBF2;ST13;APC;BMPR2;CAVIN4;CDKN2C;COL1A1;DCTN2;DDX24;EEF1AKMT2;ERAL1;HDAC5;KLHL42;KRT27;LCAT;LMTK2;MEF2A;N4BP2;PAFAH1B1;PARP14;PCF11;PROS1;RASAL3;RPP40;SLPI;SMARCA4;SMG9;TBC1D23;TCEAL1;TMEM165;TPK1;TRIM47;WNT10A;ZNF703,COPG1;MBD1;GLA;FST;COL8A2;DCAF16;CENPN;ALKBH5;TNN;ITFG1;LSM1;EIF4EBP2;FTH1;PARP4;PLAA;SMAD2;ITM2C;ZNF121;STX16;RPS14;NECTIN3;HEXIM1;HOMER1;TLE1;MT-CO2;ERCC5;BANF1;STRN4;MRPS6;PSMB9;RIOK2;PDGFC;LPXN;NDUFB8;TMEM109;FMNL1;RAI14;COPS3;CFL2;TXNDC16;TMX3;NCKAP5L;TAPT1
Signaling by Hedgehog,0.0009591807543727794,2.2453438202565734,0.5358695652173913,0.748595177163044,137,99,TM9SF3;PAK1;PSMA2;TMEM161A;PIGQ;ERGIC2;MAP3K8;PSMD2;AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;POLR1B;PPP2R5C;MYL2;TM9SF1;ATL2;ZFYVE19;PRKRA;CHTF18;ZNF382;DHRS2;TMEM189;CFDP1;RBM33;MAPKBP1;VPS18;BRAF;HNRNPCL1;PPP2R2A;POLA2;CARD19;GINS2;KDM4A;ZNF782;TANGO2;MRPL12;TXNDC12;HCFC1;ANGEL2;VDR;NISCH;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;AKR1B1;ALDH3A1;AMOTL1;AP1M2;BRI3;C2CD3;C4B;C6orf136;CACHD1;CAMK4;CCDC28A;CLCA4;COL4A2;CYLD;DCAF10;DDX51;DNAH7;DNAJC7;DPP3;FADS1;FAM107A;GALNT14;HCCS;HDLBP;IGFBP4;INPPL1;KYNU;LDLR;LDLRAP1;MARVELD2;NF2;NFIA;ODF2;PARVG;PCDHB9;REN;SEPT9;SLC25A40;SLC3A2;SLC9A1;SNX12;SUB1;VASN;WDR36,TM9SF3;PAK1;PSMA2;TMEM161A;PIGQ;ERGIC2;MAP3K8;PSMD2;AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;POLR1B;PPP2R5C;MYL2;TM9SF1;ATL2;ZFYVE19;PRKRA;CHTF18;ZNF382;DHRS2;TMEM189;CFDP1;RBM33;MAPKBP1;VPS18;BRAF;HNRNPCL1;PPP2R2A;POLA2;CARD19;GINS2;KDM4A;ZNF782;TANGO2;MRPL12;TXNDC12;HCFC1;ANGEL2;VDR;NISCH;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;AKR1B1;ALDH3A1;AMOTL1;AP1M2;BRI3;C2CD3;C4B;C6orf136;CACHD1;CAMK4;CCDC28A;CLCA4;COL4A2;CYLD;DCAF10;DDX51;DNAH7;DNAJC7;DPP3;FADS1;FAM107A;GALNT14;HCCS;HDLBP;IGFBP4;INPPL1;KYNU;LDLR;LDLRAP1
Disorders of transmembrane transporters,0.0012935554442744385,2.21743559018492,0.4870734229576008,0.7485998975292967,176,122,ATP1B1;AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;CTSV;TRAF6;UNC5B;NPAS3;TCP1;MUC5B;APAF1;NENF;HOXD8;SGPP2;MYH1;MYH2;RAB11B;TM9SF1;SNX1;GTF2H3;TOR1A;CPNE3;TMEM189;DBI;H2AFX;RBPJ;DNTTIP2;RAI2;MGST3;MRPL24;THAP11;ESCO2;FLYWCH2;PIH1D1;KDSR;DESI2;ACBD7;EIF4B;NR3C2;EPS8L1;ATE1;DCAF8;ECT2;GINS2;KDM4A;LMO4;ZNF782;TANGO2;ERI1;TXNDC12;ABCB6;HCFC1;ZNF280C;RNASET2;PPP6R2;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;ALDH3A1;ALG11;AMOTL1;ANG;AP1M2;ARMC9;ATP5J;BPGM;BRI3;C2CD3;C4B;CAMK4;CCDC28A;CDH13;CHDH;CLCA4;CRYZ;CYLD;DCAF10;DFFB;DNAH7;DNAJC7;DPP3;DUSP12;FAM107A;HDLBP;IGFBP4;ITPRIPL2;LDLR;MAOB;MECR;MLH1;MSL2;NFIA;NPY;ODF2;PARVG;PIGW;POLR2I;PPP4R3B;PTPN7;REN;SEL1L3;SELENOO;SEPT9;SLC25A40;SMCR8;SNX12;STRN3;SUB1;SUFU;SYNPO;TRDN,ATP1B1;AHDC1;NPRL3;TSNARE1;EEF2K;LIMD2;AKT1S1;CDK18;VPS4B;TMED5;KIAA0368;EXOSC7;VARS;CTSV;TRAF6;UNC5B;NPAS3;TCP1;MUC5B;APAF1;NENF;HOXD8;SGPP2;MYH1;MYH2;RAB11B;TM9SF1;SNX1;GTF2H3;TOR1A;CPNE3;TMEM189;DBI;H2AFX;RBPJ;DNTTIP2;RAI2;MGST3;MRPL24;THAP11;ESCO2;FLYWCH2;PIH1D1;KDSR;DESI2;ACBD7;EIF4B;NR3C2;EPS8L1;ATE1;DCAF8;ECT2;GINS2;KDM4A;LMO4;ZNF782;TANGO2;ERI1;TXNDC12;ABCB6;HCFC1;ZNF280C;RNASET2;PPP6R2;CRTC1;NDUFA3;ABHD4;ABRAXAS1;ADAMTSL4;ALDH3A1;ALG11;AMOTL1;ANG;AP1M2;ARMC9;ATP5J;BPGM;BRI3;C2CD3;C4B;CAMK4;CCDC28A;CDH13;CHDH;CLCA4;CRYZ;CYLD;DCAF10;DFFB;DNAH7;DNAJC7;DPP3;DUSP12
Choline catabolism,0.0001453614081135603,2.2882859651817213,0.5504385964912281,0.748638077374749,6,4,ERBB2;TM7SF2;PRAG1;NRP2,ERBB2;TM7SF2;PRAG1
G beta:gamma signalling through PLC beta,0.0005680174404254695,2.2243033937274967,0.06475300400534045,0.748658133899733,20,15,USP1;TGIF1;STAG1;C14orf119;EHHADH;GRIP1;CUL7;EFNB1;EOGT;LILRB2;PEX12;PRG3;STBD1;TCF7;THOC2,USP1;TGIF1;STAG1;C14orf119;EHHADH;GRIP1;CUL7
Presynaptic function of Kainate receptors,0.0005680174404254695,2.2243033937274967,0.06475300400534045,0.748658133899733,21,15,USP1;TGIF1;STAG1;C14orf119;EHHADH;GRIP1;CUL7;EFNB1;EOGT;LILRB2;PEX12;PRG3;STBD1;TCF7;THOC2,USP1;TGIF1;STAG1;C14orf119;EHHADH;GRIP1;CUL7
Apoptotic execution phase,0.000745228454078764,2.2625473701883996,0.09873793615441723,0.749038282929611,52,43,ADGRG2;AP1S1;LYRM2;MYO6;PFKP;FRMD4B;CXCL10;CTSK;SAR1B;GGA3;SHARPIN;CDK5RAP1;CRIP1;OBP2A;ZGPAT;GHDC;MRPL41;XPO4;ZNF630;CPVL;SFXN3;PSMB8;NMT2;OGFOD1;CD55;ERP29;SERBP1;RBM15B;AK3;BLOC1S4;CCDC47;DENND3;EPB41L4B;EPHX4;GPKOW;IPO11;KRT85;PEBP1;RBM17;SCPEP1;SLC25A13;YIPF3;ZNF8,ADGRG2;AP1S1;LYRM2;MYO6;PFKP;FRMD4B;CXCL10;CTSK;SAR1B;GGA3;SHARPIN;CDK5RAP1;CRIP1;OBP2A;ZGPAT;GHDC;MRPL41;XPO4;ZNF630;CPVL;SFXN3;PSMB8;NMT2;OGFOD1
NFG and proNGF binds to p75NTR,8.438398685028233e-05,2.2131578017346456,0.5213178294573644,0.7491575877684643,3,1,MZB1,MZB1
Synthesis of PC,0.000379322209639978,2.227141513112923,0.30558096980786825,0.7491600887802677,28,19,TMEM219;GSDMD;PPP1R1B;CNOT10;B4GALT7;MTMR1;HERC2;THBS1;BASP1;BRWD1;IDH1;LUM;MAP2K7;MAP3K21;NRP2;RBAK;SF3B3;SIK2;TMEM143,TMEM219;GSDMD;PPP1R1B;CNOT10
Sodium/Proton exchangers,0.00018048261583468184,2.2857000268248107,0.4126506024096386,0.749232900717272,9,4,CDR2L;PIH1D1;KDSR;ACP2,CDR2L;PIH1D1;KDSR;ACP2
HuR (ELAVL1) binds and stabilizes mRNA,0.00021794041448537903,2.2304488705095165,0.5266015200868621,0.7492856753222389,10,10,TCP1;DACH2;ADSL;MAN1A1;AP1G2;PGAM2;CD55;MYCT1;PRR12;UTP6,TCP1;DACH2;ADSL;MAN1A1;AP1G2;PGAM2;CD55
Na+/Cl- dependent neurotransmitter transporters,0.00013354244279345986,2.2891584850613875,0.3491012298959319,0.7493989382123121,19,2,DHRS7;TANK,DHRS7;TANK
Vitamin B1 (thiamin) metabolism,0.0002429816177372262,2.2182041314566594,0.15987933634992457,0.7494034456120059,5,4,TCF25;USP13;KRI1;SREK1IP1,TCF25;USP13;KRI1;SREK1IP1
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,8.333017188845008e-05,2.292616730182793,0.4071566731141199,0.7494975665900084,1,1,MINOS1,MINOS1
NADE modulates death signalling,0.00013218972375924481,2.2762766426097625,0.5840092699884125,0.7496051198641168,6,4,MZB1;CTSK;CHORDC1;PSD3,MZB1;CTSK
Extra-nuclear estrogen signaling,0.0007965592236082382,2.301083391914319,0.20118845500848898,0.7498042264110396,74,50,USP1;TGIF1;STAG1;C14orf119;EHHADH;OPLAH;PDCL;CLYBL;NFYB;NDUFAF1;LURAP1L;MITD1;FAM76B;KRT35;RNF149;PRRC2A;ZC3H13;PPP2R2D;TRMT13;IGHMBP2;PMF1-BGLAP;LRWD1;PGAM2;MAPK3;EFNB1;MMACHC;APOC1;C17orf58;DENND3;EOGT;IDS;INPP5A;LILRB2;LRCH2;MIER1;NEK8;PCDHB2;PEX12;PRG3;PTPN3;PUSL1;SDC1;SELENOW;STBD1;TCF7;TDRD3;TTC30A;WDR60;ZNF550;ZNF652,USP1;TGIF1;STAG1;C14orf119;EHHADH;OPLAH;PDCL;CLYBL;NFYB;NDUFAF1;LURAP1L;MITD1;FAM76B;KRT35;RNF149;PRRC2A;ZC3H13;PPP2R2D
Response to elevated platelet cytosolic Ca2+,0.0023077973434640795,2.2211003574854806,0.09447300771208227,0.7498356310927994,133,119,ERMP1;ACOX1;ADPGK;PLEKHG4B;WDR26;NT5C2;CEP131;PAXBP1;PROM1;TMPPE;KCTD18;CC2D1A;DHX29;TNFRSF11B;BLZF1;COASY;YPEL5;KAZN;CAPN1;NAV2;RAB8A;FBXW11;BICC1;INF2;ING2;ELOVL1;PDCD7;RBMX2;HOXC4;TLE3;KLC3;RALGPS2;PSMD4;E2F3;TRMT10A;AP2M1;VAV1;STAT3;NCDN;ALG2;CPNE3;SP3;BSPRY;UBXN1;NAGA;FGFR1OP;METTL9;PEX13;LGALS9C;RMND5A;MRPS23;GNPNAT1;TST;ACAT2;MSRB2;ERBB3;DCP2;IWS1;N6AMT1;CAPNS1;YIPF2;TWISTNB;MRPL13;PCM1;VRK2;USP25;HIST2H4B;TRPM4;METTL8;MRPL43;AKR7A2;NAPB;MBD4;ATP7B;PSMA5;MOB3C;ERCC6;TRIR;PHKG2;ADCY5;ALG10;ALOX15B;AMN1;CCM2;CTNNBL1;EARS2;EHBP1L1;FARSA;FBXO7;FMOD;GLB1;GPSM1;KIF21A;LMNB1;MMP15;NATD1;NBEAL2;NBN;NFXL1;NRP1;NUCB1;P4HB;PCSK5;PRKAR2B;PRPF31;PRR12;RNASE4;RPL12;SAP130;SFN;SIRT1;SLC12A7;SMARCA1;SSR3;XIRP1;YOD1;ZBP1;ZFR;ZMYM3,ERMP1;ACOX1;ADPGK;PLEKHG4B;WDR26;NT5C2;CEP131;PAXBP1;PROM1;TMPPE;KCTD18;CC2D1A;DHX29;TNFRSF11B;BLZF1;COASY;YPEL5;KAZN;CAPN1;NAV2;RAB8A;FBXW11;BICC1;INF2;ING2;ELOVL1;PDCD7;RBMX2;HOXC4;TLE3;KLC3;RALGPS2;PSMD4;E2F3;TRMT10A;AP2M1;VAV1;STAT3;NCDN;ALG2;CPNE3;SP3;BSPRY;UBXN1;NAGA;FGFR1OP;METTL9;PEX13;LGALS9C;RMND5A;MRPS23;GNPNAT1;TST;ACAT2;MSRB2;ERBB3;DCP2;IWS1;N6AMT1;CAPNS1;YIPF2;TWISTNB;MRPL13;PCM1;VRK2;USP25;HIST2H4B;TRPM4;METTL8;MRPL43;AKR7A2;NAPB;MBD4;ATP7B;PSMA5
Disorders of developmental biology,0.000246029278115063,2.2631734264349985,0.5918827508455468,0.7499626276463068,13,11,NANP;HARS2;DYNC1I2;IQGAP1;TRAPPC2L;AKT2;STON2;MAT2B;INPP4A;INPPL1;SP2,NANP;HARS2;DYNC1I2;IQGAP1;TRAPPC2L;AKT2;STON2;MAT2B
Loss of function of MECP2 in Rett syndrome,0.000246029278115063,2.2631734264349985,0.5918827508455468,0.7499626276463068,13,11,NANP;HARS2;DYNC1I2;IQGAP1;TRAPPC2L;AKT2;STON2;MAT2B;INPP4A;INPPL1;SP2,NANP;HARS2;DYNC1I2;IQGAP1;TRAPPC2L;AKT2;STON2;MAT2B
Pervasive developmental disorders,0.000246029278115063,2.2631734264349985,0.5918827508455468,0.7499626276463068,13,11,NANP;HARS2;DYNC1I2;IQGAP1;TRAPPC2L;AKT2;STON2;MAT2B;INPP4A;INPPL1;SP2,NANP;HARS2;DYNC1I2;IQGAP1;TRAPPC2L;AKT2;STON2;MAT2B
IL-6-type cytokine receptor ligand interactions,0.00019379082948091375,2.21913318235796,0.5377049180327869,0.7500498622615768,17,7,FBXO17;CGGBP1;RAB3IP;RTF1;CDC42EP1;SEC62;STAT1,FBXO17;CGGBP1;RAB3IP;RTF1
Biosynthesis of DPAn-3-derived maresins,0.00010499796726495135,2.2936988906974016,0.6051401869158879,0.7501203758351008,2,2,SYBU;TMEM135,SYBU;TMEM135
NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake,0.00012438470353620987,2.227444294047341,0.5353645266594124,0.750289877186983,5,3,ASCC3;TMTC3;BORCS6,ASCC3;TMTC3;BORCS6
