Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,-0.6091522889939632,-0.9453051633172619,0.6741116751269035,0.9922898712025201,13,9,KIT;EGFR;VEGFA;ESR1;ATAD2;TFAP2A;YY1;TFAP2C;ERBB2,TFAP2A;YY1;TFAP2C;ERBB2
RMTs methylate histone arginines,-0.5657843717619234,-0.9333116744224575,0.774,0.9923443769198591,49,29,SMARCA4;SMARCC1;SMARCD2;SMARCE1;SMARCC2;PRMT1;PRMT5;RPS2;RBBP7;SMARCA2;PBRM1;SMARCD1;SMARCB1;WDR5;DNMT3A;ACTL6A;PRMT3;SMARCD3;ARID2;JAK2;WDR77;CDK4;H2AFX;PRMT7;COPRS;CARM1;PRMT6;ARID1A;ARID1B,COPRS;CARM1;PRMT6;ARID1A;ARID1B
Beta oxidation of palmitoyl-CoA to myristoyl-CoA,-0.563331348024589,-0.9363848784815068,0.8660287081339713,0.9923916415542662,3,3,ACADVL;HADHB;HADHA,ACADVL;HADHB;HADHA
PI Metabolism,-0.5531217511146438,-0.9491516264720816,0.816,0.9924002880921905,84,68,INPP4A;INPP4B;MTMR2;MTMR9;TNFAIP8L3;PTPN13;RAB14;PI4KA;PIK3R1;PIP4K2A;PIP5K1A;PIP5K1C;SBF2;SACM1L;ARF3;ARF1;OCRL;PI4K2B;PIP4K2B;SYNJ1;MTMR3;INPP5K;PNPLA6;PIK3CD;PLEKHA5;MTMR10;PIP4K2C;MTMR6;PIK3CB;PIKFYVE;MTM1;PIK3C2B;MTMR12;SBF1;PIK3C2A;SYNJ2;PI4KB;PIK3CG;PIK3R2;RAB4A;PLEKHA6;INPPL1;PTEN;MTMR1;TNFAIP8L2;PNPLA7;INPP5D;PITPNB;MTMR14;PIK3C3;INPP5F;GDE1;PLEKHA1;GDPD3;GDPD1;ENPP6;PLEKHA2;PIK3CA;TNFAIP8;RUFY1;PLEKHA3;FIG4;PLEKHA4;RAB5A;VAC14;PI4K2A;TMEM55B;PIK3R4,PNPLA7;INPP5D;PITPNB;MTMR14;PIK3C3;INPP5F;GDE1;PLEKHA1;GDPD3;GDPD1;ENPP6;PLEKHA2;PIK3CA;TNFAIP8;RUFY1;PLEKHA3;FIG4;PLEKHA4;RAB5A;VAC14;PI4K2A;TMEM55B;PIK3R4
E3 ubiquitin ligases ubiquitinate target proteins,-0.5668838136480849,-0.9489775920533665,0.759,0.992421916047076,57,39,LEO1;UBE2J2;UBE2E1;PRKDC;PCNA;CDC73;PAF1;RNF20;UBE2N;RNF181;PEX5;UBE2V2;PEX14;RRAGA;DERL1;PEX12;UBE2L3;RPS27A;SHPRH;UBE2D1;PEX13;HLA-A;RNF40;HLTF;UBE2D2;RTF1;BCL10;UBB;WAC;HLA-B;PEX2;SELENOS;UBE2A;WDR61;UBA52;VCP;PEX10;UBE2B;CTR9,HLA-A;RNF40;HLTF;UBE2D2;RTF1;BCL10;UBB;WAC;HLA-B;PEX2;SELENOS;UBE2A;WDR61;UBA52;VCP;PEX10;UBE2B;CTR9
ATF6 (ATF6-alpha) activates chaperone genes,-0.6187180224867556,-0.9352250406866593,0.6904276985743381,0.99242417399313,10,7,HSP90B1;HSPA5;NFYA;CALR;NFYC;ATF6;NFYB,ATF6;NFYB
Paradoxical activation of RAF signaling by kinase inactive BRAF,-0.5571968541023333,-0.9365544394778307,0.788,0.9924294035235591,43,40,ITGA2B;ITGB3;MAPK3;FGA;FGB;FGG;SRC;VWF;VCL;TLN1;RAP1A;RAP1B;CAMK2A;CAMK2D;CAMK2G;CAMK2B;ARRB1;PHB;ARRB2;YWHAB;PEBP1;MARK3;MAPK1;RAF1;NRAS;MAP2K1;ARAF;JAK2;MAP2K2;APBB1IP;BRAF;KSR1;CSK;CNKSR1;MAP3K11;KRAS;HRAS;FN1;IQGAP1;BRAP,MAP3K11;KRAS;HRAS;FN1;IQGAP1;BRAP
Costimulation by the CD28 family,-0.5558963947337258,-0.9393448786339497,0.821,0.9924549335535114,76,49,SRC;PPP2R5B;PPP2R5A;PTPN11;PIK3R1;FYN;PPP2R5E;YES1;PAK2;RICTOR;MTOR;ICOSLG;RAC1;CD3E;MLST8;AKT3;AKT2;PDPK1;PAK1;GRB2;PPP2CB;HLA-DRA;CD4;PTPN6;AKT1;PIK3R2;MAP3K8;CDC42;CD247;CSK;LYN;MAPKAP1;PPP2R5C;GRAP2;HLA-DRB5;HLA-DQA1;HLA-DPA1;PPP2R1A;HLA-DQB1;THEM4;HLA-DPB1;PIK3CA;HLA-DRB1;PPP2R1B;HLA-DRB4;PPP2CA;PPP2R5D;HLA-DRB3;VAV1,MAP3K8;CDC42;CD247;CSK;LYN;MAPKAP1;PPP2R5C;GRAP2;HLA-DRB5;HLA-DQA1;HLA-DPA1;PPP2R1A;HLA-DQB1;THEM4;HLA-DPB1;PIK3CA;HLA-DRB1;PPP2R1B;HLA-DRB4;PPP2CA;PPP2R5D;HLA-DRB3;VAV1
Evasion of Oncogene Induced Senescence Due to p16INK4A Defects,-0.5682946198133494,-0.9411632156556147,0.8280329799764429,0.9924600142689253,3,3,CDK4;CDK6;CDKN2A,CDK4;CDK6;CDKN2A
Proton-coupled monocarboxylate transport,-0.6212720096663673,-0.9397172554843223,0.7147335423197492,0.9924685133597282,6,5,SLC16A7;EMB;SLC16A1;BSG;SLC16A3,SLC16A1;BSG;SLC16A3
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,-0.6028995621983172,-0.9338497353592313,0.7564102564102564,0.9924719878840468,7,5,POLB;LIG3;PNKP;NEIL2;XRCC1,NEIL2;XRCC1
RAF-independent MAPK1/3 activation,-0.5936011708361469,-0.9348154961830764,0.7047047047047047,0.9925017277118708,23,13,JAK1;IL6ST;MAPK3;PTPN11;MAPK1;CDK1;MAP2K1;JAK2;MAP2K2;DUSP6;DUSP9;PEA15;TYK2,DUSP9;PEA15;TYK2
Telomere Maintenance,-0.5468081444522388,-0.928802614084725,0.869,0.992604539612484,93,57,NHP2;DKC1;DAXX;FEN1;PCNA;POLR2F;POLR2G;RUVBL1;RPA1;RPA2;RPA3;POLR2E;POLD1;PPP6R3;RFC3;CDK2;RUVBL2;POLD3;PRIM1;LIG1;BLM;POLR2B;RFC2;POT1;GAR1;NOP10;RTEL1;POLR2I;CTC1;ANKRD28;POLA1;DNA2;CHTF8;PRIM2;POLR2H;POLR2K;H2AFX;RFC4;POLR2L;WRAP53;POLR2D;POLD4;WRN;ATRX;CCNA2;RFC1;TERF1;DSCC1;POLA2;RFC5;TINF2;TERF2;PPP6C;TERF2IP;CHTF18;POLR2C;POLD2,POLD4;WRN;ATRX;CCNA2;RFC1;TERF1;DSCC1;POLA2;RFC5;TINF2;TERF2;PPP6C;TERF2IP;CHTF18;POLR2C;POLD2
Activation of RAC1 downstream of NMDARs,-0.6123077676781807,-0.9391215850064679,0.7040498442367601,0.9926200208496283,7,6,CAMKK2;GIT1;CAMK1;RAC1;ARHGEF7;CAMKK1,ARHGEF7;CAMKK1
Translocation of SLC2A4 (GLUT4) to the plasma membrane,-0.5547244640029132,-0.9381990280345788,0.84,0.992625110467967,51,49,MYO1C;TBC1D1;TBC1D4;VAMP2;YWHAZ;YWHAE;PRKAG2;RAB14;YWHAQ;YWHAH;SLC2A4;PRKAB1;YWHAB;YWHAG;EXOC8;EXOC2;RALGAPA2;ASPSCR1;EXOC3;RAC1;SFN;AKT2;EXOC5;EXOC7;RAB8A;EXOC4;RHOQ;AKT1;RAB4A;KIF3A;EXOC1;PRKAA2;KIFAP3;RAB10;STX4;RAB13;LNPEP;EXOC6;SNAP23;C2CD5;MYO5A;PRKAG1;PRKAB2;MYH9;RALA;RALGAPB;RAB11A;KIF3B;STXBP3,STX4;RAB13;LNPEP;EXOC6;SNAP23;C2CD5;MYO5A;PRKAG1;PRKAB2;MYH9;RALA;RALGAPB;RAB11A;KIF3B;STXBP3
Metabolism of amino acids and derivatives,-0.5291934809469863,-0.9328331855242044,0.993,0.9926279609547493,379,275,HNMT;NAALAD2;MPST;EEF1E1;GAMT;HAAO;GPT;FAU;SLC25A13;TXN2;PPM1K;PYCR1;PSMA4;PSMA5;PSMA7;PSMB7;PSMC2;PSMC3;PSMD1;PSMD12;PSMD8;PSME1;PSME2;PSME3;PHYKPL;RPS13;RPS15A;RPS16;RPS19;RPS2;RPS20;RPS21;RPS24;RPS25;RPS27;RPS27L;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS4Y2;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA;RPS12;RPS11;RPS10;RPL32;RPL34;RPL35;RPL35A;RPL36A;RPL36AL;RPL37;RPL38;RPL4;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPL31;SARDH;RPL3;RPL27A;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL17;RPL18;RPL21;RPL22;RPL23;RPL23A;RPL24;RPL26;RPL26L1;RPL27;RPL28;ALDH18A1;CKMT2;ALDH9A1;AASS;ARG1;CKB;CKM;AHCY;AIMP1;AIMP2;ASPA;PSMA8;OGDH;SMS;RPS17;RPS18;KYAT1;CSAD;RPL15;SRR;PYCR2;PSMD14;CPS1;ACAT1;PSMB3;PSMA1;ADI1;HSD17B10;PSMD3;CHDH;RPL3L;PSMC1;PSMF1;CARNMT1;MTRR;TSTD1;QDPR;PSMD7;ASNS;AMT;PSMD13;RPS23;ALDH4A1;MTR;PSMD6;ASL;SLC3A2;ASS1;FAH;ENOPH1;INMT;RPL37A;PSAT1;ACADSB;RPL29;DBT;PXMP2;ECHS1;RPL18A;ALDH7A1;PAPSS1;SLC7A5;GRHPR;PSMD9;RPS15;PSMA6;PDHX;SLC44A1;SERINC5;PSMC6;DLST;MCCC1;RPL22L1;PDHB;EEFSEC;RPL19;BCAT1;MCCC2;ADO;GCDH;RPS26;PSMD2;PCBD1;GLUL;ALDH6A1;PSMB2;ASRGL1;SHMT1;PAPSS2;RPL39;RPS27A;SUOX;AGMAT;PSMD5;SEPSECS;IVD;GOT1;DLD;MAT1A;PSMA2;NDUFAB1;RPL30;GLUD1;IL4I1;CRYM;LIAS;SLC6A12;SEPHS2;SERINC1;BCKDHB;OAT;PSMB8;SLC25A10;SLC25A15;TMLHE;LIPT2;PSMB10;APIP;ETHE1;NNMT;PSMB5;GATM;NQO1;AUH;GPT2;RPL36;PSMA3;HGD;SERINC3;CTH;AFMID;BCAT2;HIBADH;PSPH;TXNRD1;IDO1;PSMB6;GLDC;KYNU;SCLY;SDSL;PSMD11;MTAP;PIPOX;PSMB4;GLS2;KYAT3;NMRAL1;GSTZ1;TST;PHGDH;BCKDHA;SECISBP2;PSME4;PSMC5;UBA52;SDS;ACAD8;PDHA1;GCAT;DLAT;DHTKD1;RPS14;GLUD2;GOT2;SLC25A12;BBOX1;PSMC4;MRI1;KMO;PSMD10;RIDA;PSMB1;CBS;BCKDK;PSMB9;GLS;GSR;SRM;GCSH;FOLH1;PSMD4;DDC;HIBCH,OAT;PSMB8;SLC25A10;SLC25A15;TMLHE;LIPT2;PSMB10;APIP;ETHE1;NNMT;PSMB5;GATM;NQO1;AUH;GPT2;RPL36;PSMA3;HGD;SERINC3;CTH;AFMID;BCAT2;HIBADH;PSPH;TXNRD1;IDO1;PSMB6;GLDC;KYNU;SCLY;SDSL;PSMD11;MTAP;PIPOX;PSMB4;GLS2;KYAT3;NMRAL1;GSTZ1;TST;PHGDH;BCKDHA;SECISBP2;PSME4;PSMC5;UBA52;SDS;ACAD8;PDHA1;GCAT;DLAT;DHTKD1;RPS14;GLUD2;GOT2;SLC25A12;BBOX1;PSMC4;MRI1;KMO;PSMD10;RIDA;PSMB1;CBS;BCKDK;PSMB9;GLS;GSR;SRM;GCSH;FOLH1;PSMD4;DDC;HIBCH
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,-0.6101452964022673,-0.9285752373740762,0.7282157676348547,0.9926458003288684,8,6,IGF2BP2;ACTB;CD44;IGF2BP1;IGF2BP3;IGF2,IGF2
Spry regulation of FGF signaling,-0.5965094503534173,-0.9425716660692184,0.6886886886886887,0.9926463496332646,16,14,MAPK3;SRC;PTPN11;MAPK1;GRB2;PPP2CB;RPS27A;BRAF;MKNK1;PPP2R1A;UBB;UBA52;PPP2CA;CBL,PPP2R1A;UBB;UBA52;PPP2CA;CBL
Glycoprotein hormones,-0.5995047031800299,-0.9383650813863923,0.7677984665936474,0.9926839070502912,10,4,INHBE;INHBC;INHBB;INHBA,INHBB;INHBA
Syndecan interactions,-0.5787434639517851,-0.9370558606060995,0.732,0.9926849921394535,20,20,ITGA6;ITGB1;ITGB3;FGF2;VTN;ITGB4;ITGA2;TRAPPC4;SDC4;ACTN1;SDC3;PRKCA;SDC2;SDC1;TGFB1;TNC;ITGB5;THBS1;CASK;ITGAV,TNC;ITGB5;THBS1;CASK;ITGAV
Ion channel transport,-0.5457649278520658,-0.9409131208322881,0.879,0.9927397838058915,179,85,CUTC;FKBP1B;STOM;TRPV2;CAMK2A;CAMK2D;CAMK2G;CAMK2B;ANO6;ATP6V1E1;ATP6V1C1;ATP2B4;ATP11C;CLIC2;ATP2B1;ATP2B2;ATP2B3;ATP6V1H;ANO10;ANO1;TRPM7;ATP6V1E2;CLCN7;ATP6V1G1;TRDN;ATP7A;ATP6V1A;RAF1;ATP6V1F;ATP2C1;RYR3;ATP6V0A2;ATP8A1;ATP8B2;ASPH;SCNN1A;OSTM1;TRPC4AP;WNK2;RYR1;ATP1A1;ATP9A;CLCA4;ATP2A3;TPCN1;RPS27A;ATP11B;ATP13A2;WNK1;ATP6V0A1;ATP11A;PDZD11;MCOLN1;ATP6V1B2;NEDD4L;ATP2A1;ATP7B;TCIRG1;ATP2A2;CLCN3;TSC22D3;TTYH3;SRI;RYR2;ANO8;ATP9B;ATP1B1;ATP6V1B1;ATP8B1;UBB;TRPM4;ATP6AP1;ATP6V0C;ATP6V0D1;ATP1A3;FXYD6;ATP6V1D;ATP12A;ATP6V0A4;UBA52;ATP1B3;ATP13A1;ATP1A2;CLCN6;CLCN5,PDZD11;MCOLN1;ATP6V1B2;NEDD4L;ATP2A1;ATP7B;TCIRG1;ATP2A2;CLCN3;TSC22D3;TTYH3;SRI;RYR2;ANO8;ATP9B;ATP1B1;ATP6V1B1;ATP8B1;UBB;TRPM4;ATP6AP1;ATP6V0C;ATP6V0D1;ATP1A3;FXYD6;ATP6V1D;ATP12A;ATP6V0A4;UBA52;ATP1B3;ATP13A1;ATP1A2;CLCN6;CLCN5
DEx/H-box helicases activate type I IFN and inflammatory cytokines production,-0.6156275779047592,-0.9323773670428417,0.7093142272262026,0.9928200308358833,7,7,IRF7;DHX9;NFKB1;RELA;DHX36;MYD88;NFKB2,NFKB2
Nef mediated downregulation of MHC class I complex cell surface expression,-0.6075338314712669,-0.9379474792199402,0.6639919759277834,0.9928225785260691,11,10,AP1B1;AP1G1;AP1M2;AP1S2;AP1S1;HLA-A;AP1M1;PACS1;B2M;AP1S3,HLA-A;AP1M1;PACS1;B2M;AP1S3
Polymerase switching,-0.5922713849150395,-0.9349085241545119,0.695,0.9928474188164419,14,14,PCNA;POLD1;RFC3;POLD3;PRIM1;RFC2;POLA1;PRIM2;RFC4;POLD4;RFC1;POLA2;RFC5;POLD2,POLD4;RFC1;POLA2;RFC5;POLD2
RHO GTPases activate PKNs,-0.5662293719655686,-0.9428617095610548,0.744,0.9929248044334139,63,32,MYH10;MYH11;MYH14;MYL12B;MYL6;MYL9;YWHAZ;YWHAE;PPP1R12A;PPP1R12B;PPP1R14A;RHOB;YWHAQ;YWHAH;YWHAB;YWHAG;PPP1CB;AR;RAC1;SFN;KDM1A;PDPK1;PAK1;CDC25C;PKN2;PKN1;H2AFX;PKN3;NCOA2;MYH9;RHOA;RHOC,NCOA2;MYH9;RHOA;RHOC
Formation of annular gap junctions,-0.6082360311172189,-0.9397676135744764,0.6844758064516129,0.9929456914675697,9,9,DAB2;CLTC;CLTA;GJA1;CLTCL1;CLTB;DNM2;DNM1;AP2M1,DNM2;DNM1;AP2M1
Transport of inorganic cations/anions and amino acids/oligopeptides,-0.555049799636799,-0.9325397377320254,0.822,0.9929613459156961,106,42,SLC12A4;SLC4A1;SLC7A2;SLC8A1;SLC9A9;AHCYL2;SLC25A22;SLC9A1;SLC26A11;SLC7A1;SLC34A2;SLC3A2;SLC38A1;SLC15A4;SLC12A7;SLC25A26;SLC7A5;SLC12A6;SLC4A7;SLC1A4;SLC43A2;SLC7A7;SLC9A6;SLC6A12;SLC25A10;SLC7A8;SLC6A6;SLC38A2;SRI;SLC26A2;SLC7A6;SLC1A3;SLC1A5;SLC12A2;SLC25A29;SLC15A3;SLC26A6;SLC15A2;SLC17A5;SLC9A7;SLC4A2;SLC20A2,SLC9A6;SLC6A12;SLC25A10;SLC7A8;SLC6A6;SLC38A2;SRI;SLC26A2;SLC7A6;SLC1A3;SLC1A5;SLC12A2;SLC25A29;SLC15A3;SLC26A6;SLC15A2;SLC17A5;SLC9A7;SLC4A2;SLC20A2
Effects of PIP2 hydrolysis,-0.5858301967921778,-0.9415647777667651,0.679,0.9929729225076621,27,16,ITPR1;MGLL;RASGRP2;DGKZ;DGKA;PRKCD;DAGLB;DGKE;ABHD6;PRKCH;ITPR3;PRKCE;ITPR2;ABHD12;PRKCQ;DGKQ,DGKE;ABHD6;PRKCH;ITPR3;PRKCE;ITPR2;ABHD12;PRKCQ;DGKQ
MAPK6/MAPK4 signaling,-0.5478708131442306,-0.9406588823078068,0.882,0.9929851285573882,94,78,XPO1;PSMA4;PSMA5;PSMA7;PSMB7;PSMC2;PSMC3;PSMD1;PSMD12;PSMD8;PSME1;PSME2;PSME3;CDC42EP2;PSMA8;HSPB1;CDC42EP3;CDC42EP5;PSMD14;PSMB3;PAK2;PSMA1;PSMD3;TNRC6A;TNRC6C;PSMC1;PRKACB;PSMF1;MAPK4;PSMD7;AGO3;PSMD13;IGF2BP1;PSMD6;AGO1;DNAJB1;PRKACA;RAC1;AGO2;CDK1;MAPK6;PAK1;MOV10;KALRN;PSMD9;PSMA6;NCOA3;PSMC6;MMP10;PSMD2;TNRC6B;PSMB2;RPS27A;FOXO1;PSMD5;PSMA2;CDC42;MMP2;PSMB8;PSMB10;PSMB5;FOXO3;PSMA3;UBB;PSMB6;JUN;CDC14A;PSMD11;PSMB4;PSME4;PRKACG;PSMC5;UBA52;PSMC4;PSMD10;PSMB1;PSMB9;PSMD4,FOXO3;PSMA3;UBB;PSMB6;JUN;CDC14A;PSMD11;PSMB4;PSME4;PRKACG;PSMC5;UBA52;PSMC4;PSMD10;PSMB1;PSMB9;PSMD4
Fcgamma receptor (FCGR) dependent phagocytosis,-0.5425008160128961,-0.935240092613078,0.893,0.9929932178243986,168,83,HSP90AA1;HSP90AB1;ITPR1;NCKIPSD;MYO1C;MAPK3;DOCK1;SRC;PIK3R1;ARPC1B;ACTB;ACTG1;CFL1;ABL1;WIPF1;PLD2;FYN;ARPC3;YES1;PLD1;ARPC5;ARPC1A;ARPC4;MAPK1;WAS;BTK;PLCG1;RAC1;ABI1;MYH2;ACTR3;PLD4;ACTR2;ELMO1;PAK1;PIK3CB;ELMO2;FGR;HCK;AHCYL1;FCGR1A;GRB2;MYO9B;SYK;PRKCD;PIK3R2;BAIAP2;VAV3;PLCG2;FCGR2A;WASF2;CDC42;CD247;PLA2G6;CYFIP2;WASF3;LYN;BRK1;FCGR3A;ITPR3;NF2;WIPF3;CRK;PRKCE;MYO5A;ITPR2;VAV2;MYH9;PIK3CA;NCKAP1L;NCKAP1;ABI2;WASL;LIMK1;CYFIP1;MYO10;WASF1;PLD3;NCK1;WIPF2;ARPC2;VAV1;PTK2,CDC42;CD247;PLA2G6;CYFIP2;WASF3;LYN;BRK1;FCGR3A;ITPR3;NF2;WIPF3;CRK;PRKCE;MYO5A;ITPR2;VAV2;MYH9;PIK3CA;NCKAP1L;NCKAP1;ABI2;WASL;LIMK1;CYFIP1;MYO10;WASF1;PLD3;NCK1;WIPF2;ARPC2;VAV1;PTK2
CREB1 phosphorylation through the activation of Adenylate Cyclase,-0.6158614881049083,-0.9430042197772194,0.6455823293172691,0.9930286769189075,12,9,PRKAR2B;PRKACB;PRKACA;PRKAR2A;PRKX;PRKAR1A;PRKAR1B;CREB1;PRKACG,PRKAR1B;CREB1;PRKACG
Signaling by Rho GTPases,-0.5371614685026302,-0.9491540200518576,0.977,0.9930468679507458,405,306,KIF5A;LIMK2;ITGB1;ITSN1;NCKIPSD;MYH10;MYH11;MYH14;MYL12B;MYL6;MYL9;MYLK;NUP133;NUP160;NUP37;NUP98;MAPK11;MAPK14;MAPK3;DYNC1I1;DIAPH2;DAAM1;GNA13;FLNA;SRC;SPC24;XPO1;YWHAZ;ZW10;YWHAE;PRKCZ;PPP2R5B;PPP1CC;PPP1R12A;PPP1R12B;PPP1R14A;PPP2R5A;RPS27;RCC2;RAC3;RANGAP1;ROCK2;ROCK1;RHOB;RHOF;ARHGEF10L;ARHGEF11;CLIP1;ARHGEF17;ARHGEF37;ARHGAP6;ARHGAP10;ARHGAP18;BCR;ARPC1B;ACTB;A2M;CDKN1B;ACTG1;CFL1;CKAP5;ABL1;ABR;YWHAQ;YWHAH;OCRL;OPHN1;WIPF1;KIF5B;ARHGEF12;ARPC3;BUB3;CTTN;NUDC;ARHGEF40;TRIP10;PPP2R5E;ARHGAP9;CTNNA1;RANBP2;FGD2;TAOK1;CLASP2;SEC13;PAK2;YWHAB;ARHGEF18;ARHGEF6;YWHAG;DLG4;ARPC5;ARHGAP23;STARD13;KNTC1;NUP107;ARHGAP31;PPP1CB;ARPC1A;ARPC4;PFN1;PRKCB;ARHGAP1;AR;MAPK1;S100A8;WAS;RHOT2;BTK;FAM13A;DYNLL1;S100A9;ARHGAP17;RHOG;DIAPH1;ARHGAP42;MYO9A;RAC1;OBSCN;NDE1;ABI1;CENPL;ARHGAP27;SFN;CLASP1;NCF2;ACTR3;KDM1A;ARHGAP15;ARHGAP21;RHPN2;DIAPH3;ACTR2;NDEL1;RTKN;PAFAH1B1;ARHGAP35;PDPK1;MAD2L1;RACGAP1;NUP43;FGD3;KLC2;RAC2;PAK1;PREX1;FGD4;NGEF;KALRN;SRGAP1;AHCTF1;GDI1;NSL1;CDC25C;NCF1;GRB2;ARHGEF35;FGD1;MYO9B;PPP2CB;ARHGEF16;PKN2;RHOT1;PRKCD;PRKCA;ARHGAP5;DSN1;NDC80;ARHGAP39;TRIO;RHOQ;RALBP1;SOS1;PIK3R2;ARHGAP30;KTN1;SCAI;ARHGDIB;MAPRE1;ZWILCH;CYBA;IQGAP2;CTNNB1;BAIAP2;VAV3;INPP5B;ARHGAP32;PKN1;ARHGEF1;PIN1;H2AFX;ARAP3;ARAP1;WASF2;CIT;GDI2;DVL3;ARHGEF10;ARHGEF5;GOPC;CDC42;DVL1;DYNLL2;CYFIP2;NOXA1;GMIP;ARHGEF2;CDCA8;ARHGEF7;ARHGAP25;WASF3;CYBB;NUP85;PKN3;FMNL1;BRK1;DYNC1LI1;CENPN;PPP2R5C;MCF2L;MEN1;SRGAP2;CHN1;PIK3C3;CENPH;DLC1;DYNC1LI2;NF2;CDH1;WIPF3;ECT2;MAD1L1;DYNC1H1;ARAP2;SRGAP3;AURKB;PPP2R1A;SEH1L;TAX1BP3;ARHGDIA;INCENP;NCF4;NCOA2;RASGRF2;VAV2;CENPE;MYH9;KLC1;SRF;NCKAP1L;CENPU;KIF14;NCKAP1;CENPF;ARHGAP26;SPC25;ABI2;PRC1;CENPK;RHOA;PPP2R1B;PLK1;WASL;CENPI;FMNL3;ARHGAP29;KIF2C;DYNC1I2;PFN2;BUB1B;CDC20;ARHGAP4;RHOC;ARHGEF3;ARHGAP44;LIMK1;DVL2;PPP2CA;RHOJ;ARHGAP12;IQGAP1;RHOU;CYFIP1;NUF2;PPP2R5D;FMNL2;IQGAP3;WASF1;EVL;PLEKHG2;ERCC6L;NCK1;AKAP13;ZWINT;WIPF2;SOS2;ARPC2;VAV1;BIRC5;KIF2A;PIK3R4;CENPC;KLC4;TIAM1;KLC3;MIS12;PTK2,SRGAP2;CHN1;PIK3C3;CENPH;DLC1;DYNC1LI2;NF2;CDH1;WIPF3;ECT2;MAD1L1;DYNC1H1;ARAP2;SRGAP3;AURKB;PPP2R1A;SEH1L;TAX1BP3;ARHGDIA;INCENP;NCF4;NCOA2;RASGRF2;VAV2;CENPE;MYH9;KLC1;SRF;NCKAP1L;CENPU;KIF14;NCKAP1;CENPF;ARHGAP26;SPC25;ABI2;PRC1;CENPK;RHOA;PPP2R1B;PLK1;WASL;CENPI;FMNL3;ARHGAP29;KIF2C;DYNC1I2;PFN2;BUB1B;CDC20;ARHGAP4;RHOC;ARHGEF3;ARHGAP44;LIMK1;DVL2;PPP2CA;RHOJ;ARHGAP12;IQGAP1;RHOU;CYFIP1;NUF2;PPP2R5D;FMNL2;IQGAP3;WASF1;EVL;PLEKHG2;ERCC6L;NCK1;AKAP13;ZWINT;WIPF2;SOS2;ARPC2;VAV1;BIRC5;KIF2A;PIK3R4;CENPC;KLC4;TIAM1;KLC3;MIS12;PTK2
Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,-0.5682946198133494,-0.940455564953404,0.8394768133174791,0.9930473274484513,3,3,CDK4;CDK6;CDKN2A,CDK4;CDK6;CDKN2A
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,-0.5802252078306839,-0.9328915527475419,0.726,0.9930551738878288,46,17,MBD3;MTA1;MTA3;HDAC1;HDAC2;RBBP7;RBBP4;CBX3;CHD4;CHD3;GATAD2A;MTA2;H2AFX;EHMT2;ERCC6;TTF1;GATAD2B,ERCC6;TTF1;GATAD2B
ADORA2B mediated anti-inflammatory cytokines production,-0.5654472770918875,-0.9411670935982789,0.769,0.9930862780259117,134,31,GNAI1;GNAI2;GNAI3;GNAS;GNAZ;GNB1;GNB2;GNB3;GNG11;GNG12;GNG2;GNG7;PRKAR2B;ADCY6;ADCY5;GNG5;GNB4;PRKACB;ADCY3;PRKACA;PRKAR2A;GNG4;CALCRL;PRKX;PRKAR1A;GNB5;ADCY7;PRKAR1B;CREB1;PRKACG;GNG10,PRKAR1A;GNB5;ADCY7;PRKAR1B;CREB1;PRKACG;GNG10
SHC1 events in ERBB4 signaling,-0.6171613920424732,-0.9426225603356762,0.702258726899384,0.9931101434646866,14,7,SHC1;NRAS;GRB2;SOS1;ERBB4;KRAS;HRAS,KRAS;HRAS
Mitotic Telophase/Cytokinesis,-0.5997620713802282,-0.9398709831980082,0.687,0.993190658492101,13,13,STAG2;SMC1A;SMC3;PDS5A;NIPBL;MAU2;WAPL;STAG1;PDS5B;KIF23;RAD21;PLK1;KIF20A,PLK1;KIF20A
ROS and RNS production in phagocytes,-0.563549466504226,-0.9288087717051178,0.788,0.9932049674298704,36,26,NOS3;MPO;ATP6V1E1;ATP6V1C1;ATP6V1H;HVCN1;ATP6V1E2;ATP6V1G1;ATP6V1A;ATP6V1F;NCF2;ATP6V0A2;RAC2;NCF1;CYBA;ATP6V0A1;ATP6V1B2;CYBB;TCIRG1;ATP6V1B1;NCF4;SLC11A1;ATP6V0C;ATP6V0D1;ATP6V1D;ATP6V0A4,ATP6V1B2;CYBB;TCIRG1;ATP6V1B1;NCF4;SLC11A1;ATP6V0C;ATP6V0D1;ATP6V1D;ATP6V0A4
