Term	es	nes	pval	fdr	geneset_size	matched_size	genes	ledge_genes	cancer_type
Oxytocin signaling pathway	0.47683077655390227	1.4770202148269942	0.0032258064516129032	0.3178196685208471	153	102	NFATC4;EEF2;CACNA2D1;PPP1R12C;GNAO1;CACNB3;PRKCA;ROCK2;PPP3R1;MAPK3;PPP1R12A;CAMK1;MEF2C;PLCB3;GUCY1A2;PRKAB2;MYLK3;PPP1R12B;MYL6;GUCY1B1;NPR2;ITPR1;MAPK7;ROCK1;GNAI1;MYLK;GNAS;MYL9;PPP1CA;PPP3CB;CACNB2;PPP3CA;CAMK2G;PPP3CC;PRKACB;NFATC1;ITPR3;GUCY1A1;CALML4;JUN;CAMKK2;CALM2;MYL6B;CAMK2D;PRKAA1;RGS2;GNAI2;PRKACA;ACTG1;PLA2G4C;CAMK4;PLCB4;ADCY3;ELK1;GNAQ;MAPK1;PLA2G4A;MAP2K2;NOS3;CAMK2A;RHOA;PTGS2;PRKACG;CACNA2D2;NPR1;PRKCB;PPP1CB;CD38;CDKN1A;ADCY5;CCND1;RAF1;GNAI3;MAP2K5;CALML3;MAP2K1;ACTB;RCAN1;EGFR;ITPR2;NRAS;ADCY6;HRAS;FOS;NFATC3;CAMK2B;CALML5;PRKAB1;PLA2G4F;SRC;PLCB1;PLCB2;EEF2K;KRAS;CAMK1D;NFATC2;PRKAA2;PIK3CG;PRKAG1;PRKCG;PPP1CC;PRKAG2	NFATC4;EEF2;CACNA2D1;PPP1R12C;GNAO1;CACNB3;PRKCA;ROCK2;PPP3R1;MAPK3;PPP1R12A;CAMK1;MEF2C;PLCB3;GUCY1A2;PRKAB2;MYLK3;PPP1R12B;MYL6;GUCY1B1;NPR2;ITPR1;MAPK7;ROCK1;GNAI1;MYLK;GNAS;MYL9;PPP1CA;PPP3CB;CACNB2;PPP3CA;CAMK2G;PPP3CC;PRKACB;NFATC1;ITPR3;GUCY1A1;CALML4;JUN;CAMKK2;CALM2;MYL6B;CAMK2D;PRKAA1;RGS2;GNAI2;PRKACA;ACTG1	endometrial
Apelin signaling pathway	0.4484872528229711	1.3791064171098026	0.0064516129032258064	0.31877120755711164	137	96	GNG11;AKT3;HDAC5;RRAS;GNG7;PLAT;SMAD3;MAPK3;MEF2D;MEF2C;AKT2;PLCB3;PRKAB2;NRF1;MYLK3;PRKCE;MYL3;GNG2;ITPR1;HDAC4;SLC8A1;GNAI1;MYLK;GNB5;GNG4;GNB1;MEF2A;SMAD4;GNB4;PRKACB;ITPR3;CDH1;MRAS;CALML4;BECN1;CALM2;GABARAP;PRKAA1;GNAI2;PRKACA;GNB2;GNG5;EGR1;RPS6;AKT1;CAMK4;PLCB4;ADCY3;GNAQ;SPP1;MAPK1;GNG12;SPHK2;MAP2K2;ACTA2;NOS3;PIK3C3;PRKACG;GNA13;SMAD2;ADCY5;CCND1;RAF1;GNAI3;LIPE;CALML3;PIK3R4;MAP2K1;JAG1;GNB3;RPS6KB1;MTOR;GNGT2;ITPR2;NRAS;RPS6KB2;GABARAPL2;ADCY6;HRAS;GABARAPL1;CALML5;PRKAB1;MYL2;MYL4;PLCB1;TGFBR1;PLCB2;KRAS;TFAM;SLC9A1;RRAS2;NOTCH3;PRKAA2;PIK3CG;PRKAG1;PRKAG2	GNG11;AKT3;HDAC5;RRAS;GNG7;PLAT;SMAD3;MAPK3;MEF2D;MEF2C;AKT2;PLCB3;PRKAB2;NRF1;MYLK3;PRKCE;MYL3;GNG2;ITPR1;HDAC4;SLC8A1;GNAI1;MYLK;GNB5;GNG4;GNB1;MEF2A;SMAD4;GNB4;PRKACB;ITPR3;CDH1;MRAS;CALML4;BECN1	endometrial
Epithelial cell signaling in Helicobacter pylori infection	0.46419125402282974	1.3835918799875433	0.041935483870967745	0.32115399643372194	68	56	JAM3;JAM2;MAPK12;ATP6V1G2;CASP3;PLCG1;PTPN11;TJP1;MAPK13;ATP6V0D1;MAPK9;MAPK10;F11R;NFKB1;GIT1;ATP6V1C1;ATP6V1G1;MAPK14;LYN;NFKBIA;ATP6V1F;JUN;IKBKB;PAK1;ATP6V0A1;ATP6V1E1;PLCG2;CDC42;TCIRG1;ATP6V1D;IKBKG;RELA;ADAM17;ATP6V1H;MET;CXCL8;ADAM10;ATP6V1C2;ATP6V1A;MAPK8;CXCL1;ATP6V0D2;ATP6AP1;ATP6V1B2;CHUK;EGFR;MAPK11;ATP6V1B1;MAP2K4;SRC;ATP6V0A2;CCL5;RAC1;CSK;ATP6V1E2;ATP6V0C	JAM3;JAM2;MAPK12;ATP6V1G2;CASP3;PLCG1;PTPN11;TJP1;MAPK13;ATP6V0D1;MAPK9;MAPK10;F11R;NFKB1;GIT1;ATP6V1C1;ATP6V1G1;MAPK14;LYN;NFKBIA;ATP6V1F;JUN	endometrial
Riboflavin metabolism	0.6787002480407665	1.639656854327989	0.024054982817869417	0.3223183649112338	8	8	ENPP1;FLAD1;ACP2;RFK;BLVRB;ACP5;ACP1;ENPP3	ENPP1;FLAD1;ACP2;RFK;BLVRB	endometrial
Primary bile acid biosynthesis	0.6113131877890927	1.5564136168658362	0.041811846689895474	0.32299883999549395	17	10	SCP2;HSD17B4;ACOT8;AMACR;ACOX2;CYP7B1;CYP27A1;HSD3B7;AKR1D1;AKR1C4	SCP2;HSD17B4;ACOT8;AMACR;ACOX2;CYP7B1	endometrial
Vitamin B6 metabolism	0.6898111548310482	1.5904660524492065	0.09737827715355805	0.32361745370845774	6	5	PDXP;PSAT1;AOX1;PDXK;PNPO	PDXP;PSAT1;AOX1;PDXK	endometrial
AGE-RAGE signaling pathway in diabetic complications	0.482990072244702	1.4948869644479506	0.0	0.32541830696175233	100	80	PLCD1;AKT3;COL4A1;PRKCZ;AGT;MAPK12;PRKCA;STAT5B;SMAD3;MAPK3;PRKCD;CASP3;FOXO1;PLCG1;COL4A2;JAK2;DIAPH1;AKT2;PLCB3;CDKN1B;MAPK13;PRKCE;STAT1;MAPK9;MAPK10;NFKB1;MMP2;SMAD4;PIK3CA;NFATC1;MAPK14;BCL2;COL1A1;JUN;BAX;PLCD3;COL3A1;COL1A2;TGFBR2;STAT5A;PLCE1;PLCG2;TGFB1;EGR1;VCAM1;PIK3R2;AKT1;CYBB;PIK3CD;PLCB4;PIK3CB;CDC42;MAPK1;RELA;FN1;NOS3;TGFB3;SMAD2;CXCL8;ICAM1;PRKCB;CDK4;CCND1;STAT3;MAPK8;PIK3R1;THBD;CCL2;NRAS;F3;MAPK11;HRAS;PLCB1;TGFB2;VEGFB;TGFBR1;PLCB2;VEGFA;KRAS;RAC1	PLCD1;AKT3;COL4A1;PRKCZ;AGT;MAPK12;PRKCA;STAT5B;SMAD3;MAPK3;PRKCD;CASP3;FOXO1;PLCG1;COL4A2;JAK2;DIAPH1;AKT2;PLCB3;CDKN1B;MAPK13;PRKCE;STAT1;MAPK9;MAPK10;NFKB1;MMP2;SMAD4;PIK3CA;NFATC1;MAPK14;BCL2;COL1A1;JUN;BAX	endometrial
Other glycan degradation	0.5757655587068354	1.564316265952223	0.07241379310344828	0.3273259636082253	18	14	MAN2C1;GLB1;MANBA;FUCA1;HEXB;HEXA;ENGASE;NEU1;FUCA2;GBA;AGA;MAN2B1;MAN2B2;GBA2	MAN2C1;GLB1;MANBA;FUCA1;HEXB;HEXA;ENGASE;NEU1;FUCA2	endometrial
Renin-angiotensin system	0.5284340178073674	1.383786871220419	0.07540983606557378	0.32801992129905005	23	16	ENPEP;AGT;CTSA;PRCP;CMA1;MME;CPA3;NLN;ATP6AP2;THOP1;ACE;PREP;ANPEP;REN;CTSG;LNPEP	ENPEP;AGT;CTSA;PRCP;CMA1;MME;CPA3;NLN	endometrial
Pantothenate and CoA biosynthesis	0.5212590555754787	1.3430531571621342	0.09570957095709572	0.3299834865500265	19	16	ENPP1;PPCS;PANK4;BCAT1;DPYD;PANK1;AASDHPPT;PANK3;PANK2;VNN2;BCAT2;ENPP3;COASY;PPCDC;VNN1;DPYS	ENPP1;PPCS;PANK4;BCAT1;DPYD	endometrial
Hypertrophic cardiomyopathy (HCM)	0.5312764375492615	1.5997048623651793	0.006472491909385114	0.3343854564054474	85	53	CACNA2D1;CACNB3;ITGA5;AGT;TPM4;SGCB;ITGA11;PRKAB2;LMNA;TPM3;MYL3;TPM1;DES;TPM2;EMD;SGCD;ITGA1;SLC8A1;CACNB2;LAMA2;DMD;ITGA7;DAG1;ITGA9;PRKAA1;ACTG1;ITGA8;TGFB1;ITGB3;IGF1;ATP2A2;ITGB4;ITGB8;ITGB1;ITGB6;TGFB3;CACNA2D2;ACE;ACTB;ITGA3;ITGA2;ITGA2B;PRKAB1;MYL2;ITGA6;ITGAV;TGFB2;ITGB5;ITGA4;PRKAA2;PRKAG1;ITGB7;PRKAG2	CACNA2D1;CACNB3;ITGA5;AGT;TPM4;SGCB;ITGA11;PRKAB2;LMNA;TPM3;MYL3;TPM1;DES;TPM2;EMD;SGCD;ITGA1;SLC8A1;CACNB2;LAMA2;DMD;ITGA7;DAG1	endometrial
Focal adhesion	0.46532833650694855	1.4972294694511092	0.0064516129032258064	0.3345442339251082	199	164	PIP5K1C;CAV1;AKT3;PDGFRB;COL6A2;PPP1R12C;TLN2;COL6A1;ITGA5;COL4A1;DOCK1;TNXB;PRKCA;COL6A3;PTEN;ILK;ROCK2;CRKL;MAPK3;TLN1;PPP1R12A;ZYX;CRK;VCL;LAMA4;PXN;COL4A2;LAMC2;FLNA;DIAPH1;AKT2;PARVG;ITGA11;PARVB;MYLK3;PARVA;VWF;CAV2;PPP1R12B;FLNC;SOS1;MAPK9;MAPK10;ITGA1;PDGFRA;ROCK1;MYLK;MYL9;PPP1CA;VTN;THBS3;LAMA2;LAMB1;HGF;LAMB2;ITGA7;PIK3CA;ACTN1;LAMC1;BCL2;COL1A1;ERBB2;CAPN2;JUN;VAV2;VAV3;LAMB3;VASP;LAMA1;ITGA9;COL1A2;FLNB;LAMA5;ACTG1;PAK1;CTNNB1;RAPGEF1;PTK2;RAP1A;COL9A2;ITGA8;BUB1B-PAK6;SHC1;BAD;RAP1B;ITGB3;IGF1;PIK3R2;AKT1;ITGB4;PAK4;BCAR1;PIK3CD;ITGB8;BIRC2;ACTN4;ITGB1;PIK3CB;CDC42;ITGB6;ELK1;SPP1;MAPK1;FYN;FN1;MYL12B;VAV1;RHOA;MET;ARHGAP35;PRKCB;RAC2;PPP1CB;MYL7;SOS2;CCND1;GRB2;RAF1;MAPK8;ARHGAP5;FLT1;LAMC3;PIK3R1;MAP2K1;THBS4;ACTB;CCND2;PDPK1;EGFR;THBS2;MYL10;RAC3;ITGA3;COMP;ITGA2;HRAS;COL2A1;PAK3;ITGA2B;MYL2;ITGA6;SRC;ITGAV;PDGFD;IGF1R;ITGB5;VEGFB;MYL12A;ITGA4;PAK2;BIRC3;VEGFA;GSK3B;PDGFC;THBS1;XIAP;TNC;PDGFA;RAC1;BRAF;LAMA3;ITGB7;PRKCG;PPP1CC	PIP5K1C;CAV1;AKT3;PDGFRB;COL6A2;PPP1R12C;TLN2;COL6A1;ITGA5;COL4A1;DOCK1;TNXB;PRKCA;COL6A3;PTEN;ILK;ROCK2;CRKL;MAPK3;TLN1;PPP1R12A;ZYX;CRK;VCL;LAMA4;PXN;COL4A2;LAMC2;FLNA;DIAPH1;AKT2;PARVG;ITGA11;PARVB;MYLK3;PARVA;VWF;CAV2;PPP1R12B;FLNC;SOS1;MAPK9;MAPK10;ITGA1;PDGFRA;ROCK1;MYLK;MYL9;PPP1CA;VTN;THBS3;LAMA2;LAMB1;HGF;LAMB2;ITGA7;PIK3CA;ACTN1;LAMC1;BCL2;COL1A1;ERBB2;CAPN2;JUN	endometrial
IL-17 signaling pathway	0.4565749005833633	1.3316546001569574	0.03870967741935484	0.33967977566757657	93	64	CASP8;MAPK12;HSP90AA1;MAPK3;TRAF4;CASP3;TAB3;MAPK13;HSP90B1;JUND;MAPK7;MAP3K7;MAPK9;MAPK10;NFKB1;TRAF6;S100A9;HSP90AB1;S100A8;MAPK14;TAB2;NFKBIA;JUN;LCN2;IKBKB;ANAPC5;USP25;TRAF2;MMP9;IKBKE;CCL20;MUC5B;MAPK1;IKBKG;RELA;PTGS2;CXCL8;MUC5AC;S100A7;MAPK8;CXCL5;FADD;CXCL10;IL17D;CXCL1;TNFAIP3;CXCL3;CHUK;MMP3;TRAF3IP2;CCL2;ELAVL1;TRAF3;TRAF5;MAPK11;FOS;CEBPB;CXCL6;TBK1;TRADD;GSK3B;MMP1;DEFB4B;SRSF1	CASP8;MAPK12;HSP90AA1;MAPK3;TRAF4;CASP3;TAB3;MAPK13;HSP90B1;JUND;MAPK7;MAP3K7;MAPK9;MAPK10;NFKB1;TRAF6;S100A9;HSP90AB1;S100A8;MAPK14;TAB2;NFKBIA;JUN;LCN2;IKBKB;ANAPC5;USP25	endometrial
Peroxisome	0.4131461286879296	1.2702999268876176	0.07096774193548387	0.343718813213329	83	66	ACOX1;SCP2;HSD17B4;ACOT8;PEX1;IDH2;GSTK1;HACL1;ABCD3;PEX5;PEX19;GNPAT;ACAA1;AGPS;PEX6;PHYH;EHHADH;HMGCL;DECR2;IDH1;ACSL3;EPHX2;PRDX1;SLC27A2;ACSL4;AMACR;SOD1;ACOX2;PEX14;PRDX5;MVK;PEX13;ACOX3;PEX2;NUDT19;ABCD4;PXMP4;PEX3;PXMP2;MPV17;SOD2;PEX16;ABCD1;MLYCD;FAR1;PEX11B;PEX26;PECR;PMVK;NUDT12;DHRS4;XDH;DDO;SLC25A17;PEX10;NUDT7;CROT;ECH1;DHRS4L1;PEX7;CRAT;ACSL5;ACSL1;CAT;PEX12;ECI2	ACOX1;SCP2;HSD17B4;ACOT8;PEX1;IDH2;GSTK1;HACL1;ABCD3;PEX5;PEX19;GNPAT;ACAA1;AGPS;PEX6;PHYH;EHHADH;HMGCL;DECR2;IDH1;ACSL3;EPHX2;PRDX1;SLC27A2;ACSL4;AMACR;SOD1;ACOX2;PEX14;PRDX5;MVK	endometrial
Shigellosis	0.44354591003155175	1.3321096106992774	0.03225806451612903	0.34428258846429816	65	62	ABL1;ITGA5;DOCK1;MAPK12;ROCK2;CRKL;MAPK3;ELMO2;CRK;VCL;DIAPH1;MAPK13;WASL;MAPK9;MAPK10;ARPC1A;ROCK1;NFKB1;MAPK14;NFKBIA;IKBKB;RIPK2;ACTG1;ELMO3;FBXW11;HCLS1;WASF2;ARPC4;MAD2L2;ITGB1;CDC42;MAPK1;IKBKG;RELA;ARPC1B;CXCL8;ARPC3;CD44;U2AF1;U2AF1L5;ARPC5;MAPK8;RHOG;UBE2D2;ACTB;PFN1;CHUK;MAPK11;NFKBIB;SRC;ARPC2;PFN3;BTRC;CTTN;WASF1;WAS;ATG5;PFN2;RAC1;U2AF1L4;ARPC5L;ELMO1	ABL1;ITGA5;DOCK1;MAPK12;ROCK2;CRKL;MAPK3;ELMO2;CRK;VCL;DIAPH1;MAPK13;WASL;MAPK9;MAPK10;ARPC1A;ROCK1;NFKB1	endometrial
Epstein-Barr virus infection	0.4064929121136092	1.2779575041817521	0.03225806451612903	0.34434646447795475	201	161	AKT3;CASP8;PSMD2;SYK;NEDD4;MAPK12;PSMD1;PDIA3;CALR;CASP3;ENTPD1;TAB1;PSMD6;BLNK;AKT2;CDKN1B;NCOR2;JAK1;RBPJ;VIM;PSMD12;MAPK13;PSMC1;RB1;PSMC4;PSMD7;MAP3K7;STAT1;MAP2K3;MAPK9;MAP2K7;MAPK10;PSMD13;NFKB1;TRAF6;CDK6;ISG15;BID;PSMC2;HLA-DMA;PIK3CA;CCNA2;MAPK14;TAB2;BCL2;LYN;PSMD3;NFKBIA;JUN;BAX;OAS3;PSMD8;IKBKB;FAS;CYCS;PSMC6;PSMD11;TLR2;MAVS;ADRM1;OAS2;E2F3;PSMC5;TRAF2;HLA-DRA;SIN3A;CCNE1;PSMC3;PLCG2;IKBKE;PSMD14;BAK1;OAS1;B2M;PIK3R2;AKT1;PIK3CD;PIK3CB;HLA-C;ENTPD3;DDB2;IKBKG;RELA;TAPBP;HLA-A;HLA-DMB;HLA-DQB1;TAP1;ICAM1;HLA-DPB1;CDK4;CIR1;DDX58;CD44;MAP2K6;CDKN1A;CCND1;STAT3;TAP2;HDAC1;MAPK8;USP7;HLA-B;FADD;CXCL10;PIK3R1;HLA-G;APAF1;HLA-DPA1;TNFAIP3;TP53;CD58;HLA-F;CCND2;PSMD4;CHUK;CD40;TRAF3;EIF2AK2;TRAF5;MAPK11;STAT2;IRF3;IRF9;NFKBIB;CDK2;BTK;MAP2K4;BCL2L11;HDAC2;IRAK1;ITGAL;HLA-DRB4;TBK1;RUNX3;RIPK1;HLA-DQA1;IFNAR1;TRADD;HLA-DRB5;POLK;HLA-DRB1;TYK2;MYD88;SKP2;IRF7;SNW1;SAP30;IRAK4;HLA-E;RAC1;CD3E;HLA-DRB3;RELB;HES1;NFKBIE;CD247;NFKB2;CD3D;CASP9;CD3G	AKT3;CASP8;PSMD2;SYK;NEDD4;MAPK12;PSMD1;PDIA3;CALR;CASP3;ENTPD1;TAB1;PSMD6;BLNK;AKT2;CDKN1B;NCOR2;JAK1;RBPJ;VIM;PSMD12;MAPK13;PSMC1;RB1;PSMC4;PSMD7;MAP3K7;STAT1;MAP2K3;MAPK9;MAP2K7;MAPK10;PSMD13;NFKB1;TRAF6;CDK6;ISG15;BID;PSMC2;HLA-DMA;PIK3CA;CCNA2;MAPK14;TAB2;BCL2;LYN;PSMD3;NFKBIA;JUN;BAX;OAS3;PSMD8;IKBKB;FAS;CYCS;PSMC6;PSMD11;TLR2;MAVS;ADRM1;OAS2;E2F3;PSMC5;TRAF2;HLA-DRA;SIN3A;CCNE1	endometrial
Serotonergic synapse	0.4568583324816898	1.334571438190738	0.035483870967741936	0.34462795199576357	113	57	GNG11;GNAO1;MAOB;PRKCA;GNG7;MAPK3;CASP3;PLCB3;MAOA;GNG2;APP;ITPR1;GNAI1;GNB5;GNAS;GNG4;GNB1;GNB4;PRKACB;ITPR3;GNAI2;PRKACA;GNB2;PLA2G4C;GNG5;CYP4X1;CYP2J2;PLCB4;GNAQ;MAPK1;GNG12;PLA2G4A;PTGS2;PRKACG;PRKCB;ARAF;ADCY5;RAF1;GNAI3;MAP2K1;ALOX15;ALOX15B;GNB3;GNGT2;ITPR2;NRAS;HRAS;PLA2G4F;PLCB1;TPH1;PLCB2;ALOX5;KRAS;BRAF;DDC;PRKCG;PTGS1	GNG11;GNAO1;MAOB;PRKCA;GNG7;MAPK3;CASP3;PLCB3;MAOA;GNG2;APP;ITPR1;GNAI1;GNB5;GNAS;GNG4;GNB1;GNB4;PRKACB;ITPR3	endometrial
Olfactory transduction	0.46491372975964695	1.272561529126714	0.11650485436893204	0.3454998827816969	444	27	GNG7;PDE2A;PRKG1;ARRB1;SLC8A1;GNB1;CAMK2G;PRKACB;CALML4;CALM2;NCALD;CAMK2D;RGS2;PRKACA;PDE1B;ADCY3;GNAL;CAMK2A;PRKACG;PDE1C;CALML3;GRK3;CAMK2B;CALML5;PDE1A;GRK2;ARRB2	GNG7;PDE2A;PRKG1;ARRB1;SLC8A1;GNB1;CAMK2G;PRKACB;CALML4;CALM2;NCALD;CAMK2D;RGS2;PRKACA	endometrial
Osteoclast differentiation	0.4165162809189786	1.2789512143955706	0.05161290322580645	0.34591344283290615	127	96	AKT3;MITF;SYK;MAPK12;PPP3R1;MAPK3;TAB1;BLNK;CTSK;AKT2;JAK1;MAPK13;JUND;MAP3K7;STAT1;MAPK9;MAP2K7;MAPK10;NFKB1;TRAF6;PPP3CB;PPP3CA;PPP3CC;PIK3CA;NFATC1;MAPK14;TAB2;NFKBIA;JUN;NCF2;IKBKB;GAB2;CYBA;CYLD;TGFBR2;CSF1R;TRAF2;TEC;LILRB4;NCF4;NCF1;CREB1;PLCG2;TGFB1;ITGB3;PIK3R2;AKT1;PIK3CD;CAMK4;PIK3CB;MAPK1;IKBKG;RELA;FYN;FOSL2;TYROBP;TREM2;LCP2;MAP2K6;LILRB3;LCK;GRB2;MAPK8;PIK3R1;FCGR2A;MAP2K1;SQSTM1;LILRB5;CHUK;FCGR3B;FHL2;ACP5;MAPK11;STAT2;FOS;IRF9;BTK;FCGR1A;IFNGR1;TGFB2;IFNAR1;LILRB1;FCGR2B;IL1R1;TGFBR1;TYK2;LILRA3;JUNB;RAC1;RELB;SIRPA;NFATC2;LILRB2;TNFRSF1A;NFKB2;FCGR3A	AKT3;MITF;SYK;MAPK12;PPP3R1;MAPK3;TAB1;BLNK;CTSK;AKT2;JAK1;MAPK13;JUND;MAP3K7;STAT1;MAPK9;MAP2K7;MAPK10;NFKB1;TRAF6;PPP3CB;PPP3CA;PPP3CC;PIK3CA;NFATC1;MAPK14;TAB2;NFKBIA;JUN;NCF2;IKBKB;GAB2;CYBA;CYLD;TGFBR2;CSF1R;TRAF2;TEC;LILRB4;NCF4;NCF1;CREB1;PLCG2;TGFB1	endometrial
Kaposi sarcoma-associated herpesvirus infection	0.4068883963761123	1.2754665534784002	0.01935483870967742	0.3463154218599542	186	142	NFATC4;GNG11;AKT3;CASP8;FGF2;SYK;MAPK12;PPP3R1;GNG7;MAPK3;CASP3;CREBBP;PLCG1;JAK2;AKT2;JAK1;MAPK13;RB1;GNG2;ITPR1;STAT1;MAPK9;MAP2K7;MAPK10;GNB5;NFKB1;GNG4;GNB1;PPP3CB;CDK6;BID;GNB4;MAPKAPK2;PPP3CA;PPP3CC;PIK3CA;NFATC1;MAPK14;LYN;ITPR3;NFKBIA;CALML4;JUN;BECN1;BAX;C3;CALM2;GABARAP;IKBKB;FAS;CYCS;HIF1A;IL6ST;E2F3;TRAF2;CTNNB1;GNB2;CREB1;PLCG2;GNG5;IKBKE;BAK1;PIK3R2;ATG3;AKT1;PIK3CD;PIK3CB;HLA-C;MAPK1;IKBKG;RELA;GNG12;MAP2K2;HLA-A;HCK;PIK3C3;PTGS2;CXCL8;ICAM1;CDK4;MAP2K6;CDKN1A;CCND1;STAT3;RAF1;MAPK8;HLA-B;FADD;PIK3R1;HLA-G;CALML3;CXCL1;MAP2K1;ZFP36;TP53;RCAN1;CXCL3;HLA-F;CHUK;GNB3;MTOR;GNGT2;PREX1;ITPR2;TRAF3;EIF2AK2;TICAM1;NRAS;GABARAPL2;MAPK11;HRAS;STAT2;CLEC2B;IRF3;FOS;NFATC3;GABARAPL1;IRF9;CALML5;MAP2K4;SRC;TBK1;IFNGR1;IFNAR1;TRADD;TLR3;MICA;TYK2;VEGFA;GSK3B;IRF7;UBB;KRAS;ATG14;HLA-E;RAC1;EP300;NFATC2;ANGPT2;TNFRSF1A;PIK3CG;CASP9	NFATC4;GNG11;AKT3;CASP8;FGF2;SYK;MAPK12;PPP3R1;GNG7;MAPK3;CASP3;CREBBP;PLCG1;JAK2;AKT2;JAK1;MAPK13;RB1;GNG2;ITPR1;STAT1;MAPK9;MAP2K7;MAPK10;GNB5;NFKB1;GNG4;GNB1;PPP3CB;CDK6;BID;GNB4;MAPKAPK2;PPP3CA;PPP3CC;PIK3CA;NFATC1;MAPK14;LYN;ITPR3;NFKBIA;CALML4;JUN;BECN1;BAX;C3;CALM2;GABARAP;IKBKB;FAS;CYCS	endometrial
Small cell lung cancer	0.42022213309718237	1.2705933617111014	0.035483870967741936	0.34693760449818506	93	74	AKT3;COL4A1;PTEN;TRAF4;CASP3;LAMA4;COL4A2;LAMC2;AKT2;CDKN1B;RB1;NFKB1;TRAF6;LAMA2;CDK6;LAMB1;LAMB2;PIK3CA;LAMC1;BCL2;NFKBIA;BAX;IKBKB;LAMB3;CYCS;LAMA1;BCL2L1;RXRA;E2F3;LAMA5;TRAF2;PTK2;ZBTB17;CCNE1;BAK1;PIK3R2;MAX;AKT1;PIK3CD;BIRC2;ITGB1;CKS2;PIK3CB;CKS1B;DDB2;IKBKG;RELA;FN1;PTGS2;RXRB;CDK4;CDKN1A;CCND1;LAMC3;PIK3R1;APAF1;TP53;CHUK;TRAF3;TRAF5;ITGA3;ITGA2;ITGA2B;CDK2;ITGA6;ITGAV;FHIT;POLK;BIRC3;SKP2;XIAP;LAMA3;TRAF1;CASP9	AKT3;COL4A1;PTEN;TRAF4;CASP3;LAMA4;COL4A2;LAMC2;AKT2;CDKN1B;RB1;NFKB1;TRAF6;LAMA2;CDK6;LAMB1;LAMB2;PIK3CA;LAMC1;BCL2;NFKBIA;BAX;IKBKB;LAMB3;CYCS;LAMA1;BCL2L1;RXRA;E2F3;LAMA5;TRAF2;PTK2;ZBTB17;CCNE1;BAK1;PIK3R2;MAX;AKT1;PIK3CD;BIRC2;ITGB1;CKS2;PIK3CB;CKS1B;DDB2;IKBKG;RELA	endometrial
Glucagon signaling pathway	0.4282254852630189	1.2734331613904355	0.02258064516129032	0.34777628856919196	103	78	AKT3;PYGM;PKM;PPP3R1;ACACA;CREBBP;FOXO1;PPP4R3B;AKT2;PLCB3;PRKAB2;LDHA;PRMT1;ITPR1;PCK2;GNAS;PPP3CB;PPP3CA;CAMK2G;PPP3CC;PFKL;PRKACB;ITPR3;CALML4;ATF2;CALM2;FBP1;CAMK2D;PHKA1;PRKAA1;PRKACA;SLC2A1;CREB1;PPP4C;SIRT1;PYGB;PHKA2;CREB5;AKT1;PLCB4;PPP4R3A;GNAQ;SIK2;CAMK2A;CRTC2;PRKACG;LDHAL6B;PDHA1;PCK1;CPT1A;CALML3;PYGL;LDHB;CREB3L1;ITPR2;PHKB;PGAM4;CAMK2B;CALML5;PRKAB1;PGAM2;PLCB1;GYS1;CREB3L4;PLCB2;PGAM1;PDHA2;G6PC3;CREB3L2;PHKG2;ACACB;EP300;LDHC;PRKAA2;PRKAG1;PDHB;GYS2;PRKAG2	AKT3;PYGM;PKM;PPP3R1;ACACA;CREBBP;FOXO1;PPP4R3B;AKT2;PLCB3;PRKAB2;LDHA;PRMT1;ITPR1;PCK2;GNAS;PPP3CB;PPP3CA;CAMK2G;PPP3CC;PFKL;PRKACB;ITPR3;CALML4;ATF2;CALM2;FBP1;CAMK2D;PHKA1;PRKAA1;PRKACA;SLC2A1;CREB1;PPP4C;SIRT1;PYGB;PHKA2;CREB5;AKT1	endometrial
Antigen processing and presentation	0.4301440924342023	1.2796584710437853	0.13268608414239483	0.34807768251265897	77	52	PSME2;CTSB;PDIA3;HSP90AA1;CALR;HSPA5;PSME3;IFI30;PSME1;CTSS;CD74;HSPA4;HSPA1L;HSP90AB1;HLA-DMA;HSPA1A;HSPA8;LGMN;HSPA2;HLA-DRA;CREB1;B2M;NFYA;NFYC;NFYB;HLA-C;TAPBP;CANX;HLA-A;HLA-DMB;HLA-DQB1;TAP1;HLA-DPB1;TAP2;HLA-B;HLA-G;HLA-DPA1;HLA-F;CD8A;HLA-DRB4;HLA-DQA1;CD8B;HSPA6;HLA-DRB5;CD4;HLA-DRB1;RFX5;HLA-E;CTSL;HLA-DRB3;RFXANK;RFXAP	PSME2;CTSB;PDIA3;HSP90AA1;CALR;HSPA5;PSME3;IFI30;PSME1;CTSS;CD74;HSPA4;HSPA1L;HSP90AB1;HLA-DMA;HSPA1A;HSPA8	endometrial
